prod,title,author,date,stars,comments
iHeartRadio,Good when it works!!!,Pam Schott,3-Jan-14,2,"I think that the application was great at first but then it started freezing.When ever I go on it and try to change the music,it says that it is not responding and to wait or close it! I love the app but it is not not behaving.I have tried downloading the app many times but it still won't work on my kindle fire.It is making me very frustrated.If you want to listen to music,DON'T GET THIS APP!!!!"
iHeartRadio,Bugged alarm?,Ian L.,22-Apr-15,4,Easily my most used app. Great selection with variety when I need it. Only problem I run into is the alarm that rarely works. Bringing up a message that it failed to go off because the app was not running when it clearly was. Leading me to use a fail-safe so I make it to my appointments.
iHeartRadio,Five Stars,3KL,25-Nov-15,5,GET MY KSFO NEARLY ANY WHERE
iHeartRadio,iHeartRadio free music app review,spammy0124,13-Dec-16,5,"This is a great app, especially on the stereo FireHD 8"" tablet. Setup your channels and let it go. Hear what you want at any time you want."
iHeartRadio,iHeartRadio Review,MSquat,19-Mar-13,5,"After hearing countless radio stations saying that they are part of iHeartRadio, I figured I'd download the app to my Kindle Fire HD and see what it's all about.  I have to tell you, I was very surprised at the amount of stations associated with the network and the quality of the audio.  I'm going to purchase a Bose Bluetooth wireless speaker and now I can stream radio stations to it as well because of the app.  And, it was free, so how can you go wrong?"
iHeartRadio,Five Stars,Jessica T.,20-Jun-15,5,love it
iHeartRadio,Love the variety of musical genres and radio stations,Jason Henry Attaway,10-Aug-17,5,Love the variety of musical genres and radio stations!!  Radio stations come in very loud and clear!!  I absolutely love it!!!
iHeartRadio,One of my daily use apps!,Mike,3-Dec-13,5,I use this app on a daily basis for radio at home.  I live in an area that has poor radio reception on all radios in my home.  No problems in my vehicles but reception sucks in the house.  This app allows me to have a huge variety of stations from the internet via Wi-Fi.  The clarity of the music stream is awesome and it is highly customizable with favorites. I really like this app and recommend it
iHeartRadio,Five Stars,Amazon Customer,25-Jul-17,5,Ticket 760. The Mike Taylor Show. The Grind. Fox Sports.
iHeartRadio,Great music choices!,P. Belfy,27-Jul-14,5,I love a very broad spectrum of music. This app does a great job of anticipating music I will like based on music I have requested or liked. The is a fine tune option for more familiar or less. Also the opportunity to find terrestrial radio stations. Nice mix. My go-to for music and talk for my every mood.Mountain Goat are the best!
iHeartRadio,Music Lover,RonP,12-Apr-13,5,This is the best station in the music business. If you want variety and love all kind of music this is for you. It works great on my Kindle Fire.
iHeartRadio,it is easy to use and too associate by genre or artist,Ronald Nelson,27-Feb-16,5,Absolutely free... this program provides access to thousands of US radio stations... it is easy to use and too associate by genre or artist.  You can't go wrong with loading this fine App to your mobile device.
iHeartRadio,One Star,Honesty,15-Oct-14,1,"I am not tech savvy, It was very confusing....I deleted it.."
iHeartRadio,Love it! love it!,chatcat65,9-Jan-14,5,App is fabulous letting you access with or without Facebook or email just like it says. Easy to use and navigate through setting up your own stations or selecting ones nationwide and easily located.  I set up my own stations based on my likes/dislikes especially because I'm super picky and like radically different channels depending on the mood at the moment. Thanks for the great freebie!
iHeartRadio,Listen to you own music choices!,J. Harris,2-Jan-14,5,Easy to choose your type of music and to enjoy the lovely melodies any time of day or night.  Have this on my phone as well.
iHeartRadio,best ever,Gage Strawcutter,1-Mar-15,5,"I love this app because I can always listen to country music and not have to type the name of the song I want to listen to like youtube.com's music  and youtube.com's music  STINKS if I rated youtube.com's music I would give it a negative 300,000,000Iheartradio_Ÿ˜ÅYouTube music_Ÿ’©"
iHeartRadio,you need this,Kindle Customer,10-Jun-15,5,Must have
iHeartRadio,I HEART RADIO APP.,rochelle tillman,1-Aug-14,5,"I REALLY LOVE THIS APP.  I CAN CUSTOMIZE MY MUSIC STATIONS 2 FIT MY TASTE OF WHAT I WANT 2 LISTEN 2 .  I HAVE THE APP ON MY KINDLE FIRE,  MY PHONE & MY LAPTOP.  IT'S GREAT 2 HAVE THIS MUSIC ON THE GO,  & 2 NOT WORRY ABOUT LOSING THE FREQUENCY OR GET STATIC LIKE YOU WOULD ON YOUR REGULAR RADIO.  I WOULD DEFINITELY RECOMMEND ~ 5 *'S..."
iHeartRadio,Generally good music,luvinthislife,30-May-15,4,"I enjoy the app, but just wish it contained more episodes of Casey Kasem's American Top 40 countdown. Also, some of the ""classics"" stations (pop, country, rock, soul, etc.) don't actually contain music from the genre they are supposed to, which can be an annoyance."
iHeartRadio,Good Shit,KuShNuGsS611,21-Sep-13,5,"A good radio player no doubt! Especially for those times when you get out of your car when ur favorite song was on and u wanna keep listening to it but got no radio handy, you just click ur station on here and the same song will be playing everytime! You can also create your own personal stations, and use any station for an alarm clock music wake up, and more... Overall Good App!! And best of all its FREEE!!!"
iHeartRadio,No way to stop the music,Walter J Bermudez,5-Dec-12,2,"This is a good App,but I have two mayor complaints:first,I selected some type of music and selected one broadcasting of the same one,and it never sound.It looks like non existent,so this is something very annoing;second,once you are done hearing the music there is no way to turn off the site,you have to turn off the ,in my case,the kindle Fire.Also,wrong.Usually I try to hear music at the same time I am reading,so I have to turno off the whole sistem,not just the App."
iHeartRadio,update and inappropriate.,Fernandez,24-Feb-15,3,I don't really like the app because it has some inappropriate pictures of some singers.Also when I had  full Internet connection it would not turn on.I like the app because it has alot of my favorite songs.But when I press a song I want to play it just picks different song.So I rate it 3 stars.
iHeartRadio,Can listen to my favorite morning show,Renee,7-Nov-14,4,"I started using the iHeartRadio app when I could not listen to the radio at my new job. I loved being able to listen to the radio without interference. The only problem I have had is that at least once a month, I cannot hear the radio from my favorite station because it will not connect. Otherwise, this app is great!"
iHeartRadio,Probably the best radio app...,Thomas from NC,12-Jun-14,5,"Great variety of live stations, music of every description as well as news/talk and sports! A large library of artists and their catalogs as well for customized stations, made from song titles or the artist's/group's nam. Even has stations for activities like studying, working out, or relaxing. It also has stations for the different decades of music."
iHeartRadio,AMAZING!,Maryellen E,19-Mar-15,5,"I used to use this app all the time. My brother constantly insisted on me switching to Pandora, but I loved listening to the radio anywhere. I recently moved, and I LOVE that I can still listen to my favorite morning talk shows! This app lets me listen to whatever I want, whenever I want!"
iHeartRadio,great music,NEAL WEGING,2-Aug-14,5,they create the music you love. I like that you can rate if you like a song or not like a song
iHeartRadio,NOTE II,Ralph,10-Mar-14,5,"This is a fantastic App. It's smooth. It offers great mixes of your Genre or specific Artists. It also offers local radio Stations in your area as well. If you purchase the Premium Version, it will allow you to record the songs you like as well. I don't ever recommend anything I don't or wouldn't use. I don't believe you will be disappointed. I highly recommend this one."
iHeartRadio,I love I Heart Radio,Rose Duran,3-Jan-17,5,"I love I Heart Radio, can hear all my favorite music, don't use the radio that much why when I have I heart Radio, Thanks I Heart Radio"
iHeartRadio,eh... it's OK,Johnny in Texas,14-Dec-15,3,It's clear channel... just be aware those people have an agenda.  BUT you get about the same quality as any radio station except you get to choose the format (although not the content...  like I said ... CCC has an agenda).
iHeartRadio,I AM IN LOVE,Lori Wise Scheirer,4-Aug-13,5,"I have been listening since they were available.  You pick a genre and hear stations across the country!Or, look up a specific artist and make your own stations with that artists music and other artists in the same genre.The best part is you can any artist you can think of.I AM HOOKED!!!!THANK U IHEARTRADIO, I LOVE YOU!!!!!!!!!Â¡Â¡Â¡Â¡Â¡Â¡"
iHeartRadio,Great!,C. Ligh,23-Dec-12,5,"This is a great app.  I put it on my kindle fire and was able to put in my zip code and find my local stations.  I was also able to put in the local station that is playing just Christmas songs.  Then, the grandchildren were able to hit ""scan"" and go through all the stations just playing holiday songs.  By myself, I just put my favorite local station in while I was cleaning the house.  Another cleaning day today.  Looking forward to listen to the radio!"
iHeartRadio,Two Stars,Mary Jane Igrec,21-Jun-17,2,I was hoping to here Cleveland Indians games but they are not on. Must go back to my radio.
iHeartRadio,best music app EVER!!!!,Julie,16-May-12,5,this app is AMAZING!!!!!! the best radio app EVER! I love it and the fact that its free makes it all the better. all of my friends have Pandora and it has TONS of adds and it gets sooo annoying so when I downloaded this app I was hopeful that it wouldn't have this problem; and it didn't! this app works amazing on my kindleFire and not only do you get to listen to any radio station you can make your own station with your favorite singer or band. if you love to listen to music I would recommend this app.
iHeartRadio,Four Stars,Jtg,27-Jun-15,4,its okay
iHeartRadio,music,Kindle Customer,16-Apr-15,4,"Its music, whats not to love _Ÿ˜ƒ"
iHeartRadio,Five Stars,Franny Zabawa,27-Sep-15,5,Positive & Encouraging!
iHeartRadio,I would recommend,Kimberly,18-Jul-15,5,"This my favorite music radio station whether I'm at work, on my daily commute, or just relaxing at home. I have been using it for years and will continue. It's had been glitch free. My favorite option is building my own stations. I would definitely recommend"
iHeartRadio,terrific app,Kindle Customer,26-Dec-13,5,Listening to songs that I have not heard in years.  Like this app a lot.  Will be listening to this a lot
iHeartRadio,Five Stars,Marche Michael,19-May-17,5,Love it!!!!!!
iHeartRadio,Awesome and Recommended,Kindle Customer,24-Mar-16,5,"I really to ""love"" this media outlet as I listen to it while I work, both on my computer and on the Kindle. Just like having an FM station, only better. Keep us the great work, iHeartRadio!"
iHeartRadio,I suppose,Yoshiyah Burrell,28-May-15,2,But I prefer to just listen to music files locally as I don't like listening to hit music. I use it for streaming news and sports on the go though. iHeartRadio app also doesn't offer every station available in your area. Just the ones that are licensed by ClearChannel.
iHeartRadio,I heart radio app,mimismom223,8-Mar-15,5,this is the best app ever I can listen to anyhing I want live and create a playlist I heard iggy demi lavoto pop rap country rock I love this so much thank you the creaters of I heart radio its the best thank you for making something that will suit everyone LOVE YOU I HEART RADIO!!!!!!!!
iHeartRadio,"love it so look much,",Amazon Customer,27-Jul-15,5,It is a great app with many stations and I always use it on my 2mile walk a day....it is great you don't half to spend money and moments on downloading songs when you can download the FREE... I heart radio app is the best thing that has ever been created
iHeartRadio,Won't connect with Facebook,Darrin Bond,9-May-12,2,"It's funny how the Amazon version of this app won' t connect using Facebook, but the Google Play version will.This isn't the first time I've seen differences in the offerings of the two app stores. Unfortunately, it tends to be Amazon that falls short of the mark. For those of you with Kindle Fire that might be interested in Google Play apps, I would suggest finding out how to ""sideload"" the apps. It's not difficult, and it gives you another - and sometimes better - app source."
iHeartRadio,loveee,brother,30-Jun-14,5,I love this app because I can listen to all my favorite songs. I am a DIRECTIONER. So I can listen to ONE DIRECTION when I want. U can also listen to other people to tho. Another awesome thing about this app is that u can listen to the radio. Like kiss FM. So get this app. It is truly and awesome app.I love ONE DIRECTION SO MUCH
iHeartRadio,"Songza, Pandora, and live radio all in one!!",David,21-Jun-13,5,"This app is like all major radio apps in one, and that's why i love it! Its kind of like Songza with the Perfect For feature. If its Friday afternoon, click perfect for and it will give you things like working, napping, etc. Click one and start listening. Its also like pandora in which you type in an artist or song, and itll give you similar ones. and of course, it has the live radio stations its known for. Get this app."
iHeartRadio,NOT IMPRESSED,Tina Marie Bailey,18-Aug-15,2,"I do not care for I heart for my phone.  Difficult to find what type of music I want to listen ((such as Michael Jackson, Elvis Presley, 80's music just to name a few)) or the selection available is too limited.  I would NOT recommend this product."
iHeartRadio,Five Stars,Amadeo Molinos,4-May-17,5,Best app ever. Use it all the time.
iHeartRadio,LOVE IT!,Mishayla Carroll,23-Oct-14,5,It's so awesome to be able to listen to ANY station in the world! For free!
iHeartRadio,cool,Anjelica V.,22-Jan-14,5,"nice variety of music, simple to use and seems to always channel songs that I like. No complaints here =]"
iHeartRadio,great app!!,Jaydlyn Frank,10-Jul-14,5,"I love this app honestly. It's a great alarm. And sleep timer. Also the music is amazing. I'm in a different state, and now I can listen to my music from back home. But I think they should add a extra thing to where we can make a playlist of songs and be able to go to that sometimes. But I hope you take this to heart. Rate five for sure."
iHeartRadio,Best radio app!,DIGItal Don,2-Jan-17,5,Hands down my favorite radio app! Very easy to create custom station. Also integrates very nicely with Amazon music for purchases.
iHeartRadio,I like listening to I heart radio,Steve Howard,25-Sep-15,5,"I'm a custodian at an elementary school. I use a vacuum cleaner about three-three and a half hours each evening. I like listening to I heart radio. I put in my ear buds and start vacuuming and before I know it, it is time to get off work."
iHeartRadio,"Core engine works great, finding/tuning stations not so great",Michael S. Pukish,30-Jan-14,3,"The core engine works great, never skips, even with relatively low bandwidth connections.  However, I hate that it forces you to link to facebook or twitter just to bookmark stations as favorite.  I have no need to tell all of my social media what I'm listening to.  Then, the system that's left to merely search a station is clunky, inefficient (huge icons per screen), etc."
iHeartRadio,Three Stars,Bran di    POsey,12-Jul-15,3,Good
iHeartRadio,Great For Music Lovers,Ted Harden,29-Oct-15,4,Anyone who likes music will like this app. Lots of similarities with other apps of this type but without the pesky ads. Song choices for genres are pretty spot-on. All in all I really like this one and use it more than any other.
iHeartRadio,Music to my ears,jazzy wazzy,23-Jan-16,5,I love music and maybe you would for the holidays HAPPY VALENTINES Day hope you enjoy it is always an honor helping people  and maybe my comments would help you out see you later_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ’__Ÿ’—_Ÿ’—_Ÿ’—_Ÿ’–_Ÿ’–_Ÿ’–_Ÿ’–_Ÿ’–
iHeartRadio,Great way to listen to music,Deb S,22-Sep-13,4,"Have seen commercials on TV for iHeartRadio and wanted to see what it was about...don't have it locally. This app gave me the chance to check it out. You can select the type of music you want to listen to, and locations for your stations. I just wish some of them were closer to where I live.Pros: great music choices to your likingCons: may not be a station near you.Highly recommend"
iHeartRadio,I will always enjoy old school music,Karen L.Clarke,29-Feb-16,5,"I will always enjoy old school music. I like making my radio station. But what I like the most is, I  can read the words of my favorite  songs  I Heart please keep up the good work.  Thank you."
iHeartRadio,i use this every day. if you pick a ...,David H,19-Dec-16,5,i use this every day. if you pick a groop it will kick out on my phone at times but if i pick a radio station it never kicks out.
iHeartRadio,Five Stars,redrumsport,17-Jun-15,5,is kool app
iHeartRadio,worked great,Mal Nushi,6-Jul-13,5,no radio lag or anything. works great on every device i used it in. i found that it did not have the halo radio channel
iHeartRadio,Its nice!!,James Burcham,12-Oct-14,5,"I love this app. I would probably die without my music. And don't listen to the people who say it don't work without Facebook. You can still use it you just can't get custom stations. And if you are really desperate for some custom stations, just go to email and make a fake one. It will let you get custom stations."
iHeartRadio,_Ÿ_¶MUSIC_Ÿ_¶,Shukumei,10-May-15,5,"If you love music this is for you. Top artist from Ariana to Wizfliffia. The only thing I hate is that if you don't have an account for it you can't listen to stations that have all Taylor swift. However, you can still listen to music even if you don't have an account."
iHeartRadio,I Heart IHeartRadio!,Abby,6-Aug-12,4,"I normally don't write reviews but I decided,  why not? Personally, I love the app! It is great to hear songs from some of my favorite radio stations and even find new artists. I have found two new radio stations because of this app. It is easy to use, free and works great on my Kindle Fire (in which, I use it every day). The only thing is I wish it had the ""last songs listened to"" feature like the website has. Other than that I think the app is all around great for what it does."
iHeartRadio,Seamless and accurate,rod clark,25-Feb-14,4,"I love this app. Iheart is perhaps not as diverse as others, but i don't care. Too many people think they need to be bleeding edge music hipsters; sometimes i just wanna hear Justin, Imagine Dragons and Jay-Z. You don't need, to hide, people. Be happily lazy, let a sophisticated algorithm(misspelled?) pick your music. If you don't like the pick, skip it! FREEDOM!!!"
iHeartRadio,The best entertainment.,Jgaski3,29-Mar-16,5,Thousands of stations to choose from and a perfect way to kill time through out the work day. I installed this on my blackberry z30 and it worked perfectly and provided hours of entertainment
iHeartRadio,I like the iHeartRadio app.,Amazon Customer,22-Apr-16,5,Free streaming radio broadcasts.  Both cool and easy to use.
iHeartRadio,Minimally useful.,Kindle Customer,29-Jul-16,1,"It makes ""recommendations"" that have NOTHING to do with my likes,and then assigns some of those as ""favorites"" without letting me get rid of them."
iHeartRadio,get this app,hannah,5-Jun-15,5,This app is so amazing. You can listen to pretty much every song. This app is free and the music is free. You can also listen to the song while you play games or when on pinterest. Which is amazing but I highly recommend this to everyone if you want a music app.
iHeartRadio,"Best Radio for me.  "" MY,  I HEART RADIO""",Jaye-Bridget Bergeron,19-Feb-16,5,I love  I HEART Radio I can play my stations I want to listen too. I'm just really hard on the earphones I go through one set a month as I always pull the wire out. But I get my stations just for me..
iHeartRadio,Love listening to my favorite talk shows at night,Cindy,26-May-16,5,"Love listening to my favorite talk shows at night, or even previous shows whenever I want....  Also, love having my favorite music while on the treadmill to help me through it !"
iHeartRadio,Love it!!!!,Dennis Fasig,11-May-13,5,"I've been away from Dallas for years and really missed listening to my morning sports talk station kick the ticket. When I found this app, I was shocked to see the ticket on there. Now I listen to it every morning and even got some of my friends hooked on it."
iHeartRadio,"Love, Love, Love this App",Anna J. Warrington,27-Feb-15,5,"This is the best music app.  I have picked so many favorite stations, artists, and songs.  Sometimes you just want to hear a certain artist and you can listen to the songs from that artist.  Thanks for such a pleasant listening experience.  If you love music, this is the app for you."
iHeartRadio,Best telephone radio ap so far.,Chrisbuyer,8-May-16,5,"I heart iHeartRadio. On a recent trip across country, where the Tunin app would skip and drop out, iHeartRadio played cleanly through with no drops and no problems finding stations."
iHeartRadio,Love listening to iHeartRadio,Amazon Customer,3-Jan-17,5,"Love listening to iHeartRadio, love the fact that I can go to sleep to it at night, I can set the timer and drift off to sleep."
iHeartRadio,Four Stars,Yvonne T. Mercado,9-Jul-17,4,Best application it's made my music experiences fantastic
iHeartRadio,iHeart User Not Ideal,Ziplocket,28-Jan-17,4,"I do not use this feature. It is difficult to depend on. Most technical minded people will be better than I am at this, I am sure."
iHeartRadio,Great App,Jones,11-May-15,5,"FUN,FUN FUN. All the latest songs and oldie goodies. If you can't find music to your taste in iHeart, you're just not looking hard enough. My go-to music app. Forgot about that app with an ancient Greek gal's name who had a box full of nasty things. iHeart rocks!!!!"
iHeartRadio,All it does is crash,Ball P. Penn,2-Mar-16,3,"3 stars. Not because I can review it, but because all it does is crash. Since i won't dump on an app if i can't use it, and I won't go overboard about one that won't run I pick the middle ground."
iHeartRadio,"Decent offering but limited in my area, Michigan.",John Lovell,28-May-14,2,"I was looking for an FM radio app so I could stream radio through my phone and this was highly recommended so I gave it a try. What I found was an app that allows streaming, but only through a limited amount of stations (5). This may be due to my area or it may not. Good news is it's free so give it a shot and see if it works better for you."
iHeartRadio,Too many commerials. Is there a commercial free version ...,Joseph M Brotzge,25-Jun-17,1,Too many commerials.  Is there a commercial  free version  available?
iHeartRadio,"Love, Love, Love iHeartRadio",elj,11-Jan-13,5,"Found IHeart Radio for my home computer a long time ago & just downloaded for my Kindle Fire.  Just the thing for background music while surfing on the Kindle and for working in the kitchen (which is where my PC is).  I used to use Pandora but that only plays for 4 hrs and then you have to ""re-up"".  iHeartRadio will play on and on for FREE w/o interruption and hardly any commercials!!  Like I said:  ""Love, Love, Love iHeartRadio"""
iHeartRadio,Iheart iheartradio!,Cheryl,23-Jan-16,4,"The thing I like most about I heart radio is I can simply type in what I want to hear and it is there quickly. I like that I can go back to the oldies, play the latest and most popular, or just mix it up."
iHeartRadio,Great Radio Station,Amazon Customer,22-Sep-16,5,"You can choose songs you like fairly quickly, and it's all for free."
iHeartRadio,Easy to Use But Limited,Big Sis,16-Jun-14,3,"I had heard iHeartRadio promoted for some time (probably mostly on our local Clear Channel radio station).  It is easy to use.  I have been somewhat disappointed at the choice of stations that are available to stream through it.  However, it may be possible to pick some stations you want individually, just by hunting them up on the Web."
iHeartRadio,Awesome!,iris,3-Sep-17,5,So glad that I have this App on my kindle.
iHeartRadio,Iâù_ âù_Radio,Amazon Customer,1-Sep-17,4,I like all the different stations..its fun
iHeartRadio,iHeart Radio app for my Kindle Fire HD,Kindle Customer,27-Apr-13,5,We recently moved and there are radio shows in our old hometown that I enjoy.  iHeart Radio lets me do that!  Amazing!!
iHeartRadio,darn it!,zipzapannemc,18-Jul-15,1,"Darn it! I got this app and I was so excited, but then I tried to make an account and it said that I wasn't authorized to make an account, and it wouldn't even let me try again! Now I hate this app. I'd give it 0 stars if I could. Thumbs down!_Ÿ˜¬_Ÿ˜ˆ_Ÿ˜_"
iHeartRadio,Five Stars,Juan R.,13-Jun-17,5,Music and news at your fingertips!!  Can't beat it!_Ÿ‘ç_Ÿè_
iHeartRadio,Home away from home,Joel Johnson,21-Jun-15,5,"I moved for my career to a &#34;ethnically bland&#34; locale. This app keeps me in touch with major news/events in the USA that interest me while providing a steady stream of music that I enjoy, something that the local radio stations don't offer."
iHeartRadio,Deleted App,Larry  D.,27-Sep-13,1,"The Kindle Fire will not play the radio station.  You need to add Flash Player and the Kindle Fire will NOT download Flash Player so there is no listening to the radio on your Kindle.  I could try to reach Kindle Fire support by phone, but two experiences with their phone staff, they must be using an offshore support group that English is not their primary language nor the secondary language."
iHeartRadio,Five Stars,Claire Marie,14-Mar-17,5,enjoy
iHeartRadio,verlindarogers36@gmail.com,mae,22-Feb-14,5,"Love this station, the music they play is fantastic especially the blues stations.  The music they play is great better then what they play on Pandora.  But  don't get me wrong they play good music too.  I guess they both are good but i will give this station a five star rate."
iHeartRadio,best radio app ever,Justtakeachance,23-Dec-12,5,Don't listen to the people that say u need a Facebook account cause u don't. All u need to do is go to the website on the computer to create an account so u can have special stations instead of the regular ones or u can just skip the Facebook log in thing for just regular stations just like a normal radio. It is way better then Pandora in my opinion cause u get to have regular stations plus the custom ones  u make. Definitely worth downloading :)
iHeartRadio,Four Stars,Kindle Customer,16-Apr-17,4,Good
iHeartRadio,Works great on KindleFire 8.9,sgw,4-Jul-14,5,"good selection of music to listen to.  I know that by listening I'm willingly submitting to Clear Channel's hive-mind brain conditioning, (that's a joke, folks, I just think they control a looot of the media & what we hear, already).  But I do like the music and there's a nice selection of ""stations"" to chose from.Recommend!"
iHeartRadio,Wonderful sound quality,Cheryl Hough,2-Sep-17,5,Get a local radio station for your Echo.  Wonderful sound quality..
iHeartRadio,doesn't work on my kindle fire,Rozmarin Zeferi,12-Dec-13,1,"It just keeps ""retry""ing. I'm sick of trying. I have yet to see anything but the beginning load screen. Maybe this is an awesome app, but I wouldn't be able to tell."
iHeartRadio,IHEART Radio AWESOME,So McK,5-May-15,5,"Hands Up the Greatest music App in the Universe for me. Husband and I have traveled on the Rds several times while driving listening to IHeart radio fingers popping head booping from many choices of music to listen to Yeah.VaBch, VAThanks thanks thanks"
iHeartRadio,ok,Ronnie D. Herdman,20-Jun-15,5,Ok
iHeartRadio,Listening to Sports is Good,HuntleyMC,3-Jul-13,3,"I do not use this app that often except to listen to Kent State University sports. The sound quality is good and continues to play with minimal buffering problems. Only really issue I have, and this could be with the channel I listen to, is that it seem there are about three or four commercials that are played every break. So when listening to a three  hours game this can be a little annoying toward the end."
iHeartRadio,LOVE LOVE LOVE IT!!!!,Alexis Jantzi,26-Jul-15,5,I love listening to music. I was easily able to download IHeart Radio and sign up and I was able to easily listen to music when ever I desire.  It's easy to use and it is all FREE.I would HIGHLY suggest other people getting this app.
iHeartRadio,I like it because it is easy to find the music ...,Ray Roberts,5-Oct-15,4,I like it because it is easy to find the music I like by artist or genre and it streams the music requested and some suggested related songs. The interface is easy to use and it provides useful and interesting information on the music.
iHeartRadio,Takes me back home at the touch of a button,Mickey Mills,25-May-14,5,"My radio, my way! Love it!I like the way the interface works, although it took me a minute to sort though how to setup favorites and quickly get to my stations.Now I have it on my desktop and my Galaxy S5.Thumbs up!"
iHeartRadio,Music to my Soul,KristalsPrimeCorner,4-Jun-16,5,I love music so what is there not to like.
iHeartRadio,Five Stars,sara scott,8-Jun-17,5,Just love this service .  Don't think I can survive my daily commute without it!
iHeartRadio,Love âù_ï¸è it!,Amazon Customer,22-Jul-17,5,"We love I heart radio, we travel a lot but can always keep up on our local news."
iHeartRadio,love the app,Patricia Garibaldo,18-Jul-15,5,Man I can hear this in my car any body should download the app I like it u should to it good for kids they even have a station for the kidsGoodBruhGetTheAppAnyDay
iHeartRadio,I love Iheart radio for Kindle fire!,Gypsy,8-Apr-14,4,I get radio stations better than a radio. I enjoy the specialized stations (especially Relaxation & meditation radio.) I have not yet made my own stations but I can't wait! The alarm is loud and clear. I know I am nit picking but the only fault I can find with this app is I would like it to have multi alarms especially since I usually forget time reading on my kindle.
iHeartRadio,"IF YOU LIKE THE RADIO, YOU'LL LOVE THIS APP!",Dizzy Lizzy,25-Dec-14,5,"Wonderful app if you like listening to the radio. You can get most New York stations as well as other states, and music without commercials. I can't say enough good things about this app. Oh!! After awhile, it actually asks you if you're still listening!! If you don't answer, it turns off!!"
iHeartRadio,Five Stars,Amazon Customer,10-Sep-17,5,"I love it, because I can get all my latino stations."
iHeartRadio,I Really like it But!!!,kristi-marie,24-Jun-15,3,I really like it until it says I've reached my limit of skipping!!!!!!!I'm SORRY IM FICKLE IN WHAT IM LOOKING FOR IN MY JAMZ?!?!?!?!!!And I'm not going to be punished for skipping along.Put that in your humble pie and eat it I Heart.
iHeartRadio,Small things I need to address to those that wish to get this.,Amazon Customer,16-May-13,4,"When I'm jamming to the radio or playlists it will sometimes do that thing when it stops and goes. This does not bother me too much, but I feel it is important to mention. Another thing is YOU NEED A FACEBOOK ACOUNT. Since I have a Facebook this also does not bother me too much either, but that is an important issue with this app.On the upside you do not need to continually login to Facebook.-CandyApplez"
