prod,title,author,date,stars,comments
Amazon,Great all the  way around,LetTheSunShine,20-Nov-13,5,"Great songs,sound and great price. Not only all that but you earn as you buy. I earned one song of my choice for buying this cd. and the song you pick automatically just downloads to any device you want it too. OH first install this MP3 on your device. I installed it on my Android phone"
Amazon,Works great,Smiley,22-May-17,5,Works great.  I use it.
Amazon,Love this!,Elaine,21-Jul-17,5,I can listen anywhere to the music I've already selected.  Love this!!!
Amazon,BETTER THAN ITUNES!,Amazon Customer,2-Dec-16,5,AMAZON MUSIC is so easy and is much better than ITUNES in many ways. The only downfall is that my CHRISTIAN artists do not do as much with Amazon Music and other than that...I downgraded my ITUNES account and am doing Amazon now. We are going to buy the Echo Dot and love the whole Alexa thing...better than Siri!
Amazon,Avoid this at all costs.,Paulette,20-Dec-16,1,"I gave it one star because I could not give it zero. Nothing works on this system. The help desk is not useful either (although they tried), and the software is anything but user friendly. I would pass this up, along with ECHO which is the worst purchase I ever made. Do not take it even if offered for free."
Amazon,Amazon music for Android,Amazon Customer,2-Jun-17,2,"I plan to work with it a little more, but so far am not impressed. Too complex. Too many steps involved to listen to music, in spite of the emails telling me was a great offering is available to me as a Prime member. Pandora is much simpler and user friendly."
Amazon,Five Stars,Callie G.,15-Jul-17,5,Good music
Amazon,Five Stars,al3mdah,4-Sep-17,5,Excellent
Amazon,excellent,T. Ramos,9-Aug-17,5,excellent
Amazon,Five Stars,Larry Bakken,14-Oct-17,5,Very nice
Amazon,Five Stars,Susumu Muraoka,15-May-17,5,It very good
Amazon,I use everyday,Amazon Customer,16-May-17,5,I love this app
Amazon,"Shame, shame, shame...",Ken,8-Aug-17,1,I can't get it to work. It keeps trying to use my UK account instead of my US prime account. Customer service was less than helpful. It's a real shame.
Amazon,Five Stars,Mary W.,14-Jul-17,5,I love music this is the best app
Amazon,"IF, IF, IF this were accessible by ""dial-in"", it would be GREAT. But it's not. So sorry. I'm not rich enough for data usage.",Peaceiscoming,15-Jan-17,1,"IF, IF, IF this were accessible by ""dial-in"", it would be GREAT. But it's not. So sorry. WHEN will all the radio and music industry EVER learn that not everybody on planet earth can afford giga bite upon giga bites to download simple music to enjoy. GO GET a life in the real world out here will ya."
Amazon,Five Stars,Laura R. Garza,1-Mar-17,5,nice jams!
Amazon,Five Stars,Erica,1-Nov-16,5,easy to use - great selection!
Amazon,It's nice that comes for free but not as good as other music streaming services,Mdobber22,7-Sep-16,3,"It's okay they have a pretty good music selection, that's my expense or at least with the music listen to Spotify it has more options YouTube Red has even more, but YouTube can be annoying because the videos take up a lot of space if you're saving them offline. But its nice that this comes with prime because I would get Prime anyways."
Amazon,Best part of Prime!,ZeldaBarbie99,6-Nov-15,5,"Best thing for my morning walks with a busy baby and wild husky. I download songs at home before I leave so I don't get charged data by my wireless carrier. For the price of FREE the music selection is amazing. I have music for working out, morning walks, putting my baby to bed, studying, calming anxiety attacks, and music to get me though long road trips! As long as Amazon keeps this feature we will keep purchasing Prime!"
Amazon,Solar Escape Outback Men's UV Hat,Pat Clark,16-May-17,5,Love the music.
Amazon,good content.,Jonathan Hansen,1-Mar-17,5,"User friendly, good content."
Amazon,Amazon Music with Prime Music is a great addition to my prime account,Amazon Customer,1-Mar-15,5,"Amazon Music with Prime Music is a great addition to my prime account. It provides a very nice selection of all types of music and the ability to select individual tracks. Well done, Amazon."
Amazon,Five Stars,mac,25-Jul-17,5,All good
Amazon,Love it!,Hrmason,13-Sep-17,5,Love it!
Amazon,Best Selection!!,Mb,10-Aug-17,5,Love it!
Amazon,Five Stars,Hagsgirl,20-Jul-17,5,love amazon music
Amazon,Five Stars,Magino,7-Sep-17,5,Very easy to use and great selection.
Amazon,Wth,Renae Brannon,15-Apr-17,2,Why is this app not working at all?
Amazon,Its Free,Tigerman,2-Mar-17,5,Its Free
Amazon,Five Stars,LALA,28-Apr-17,5,Love site
Amazon,I wasn't sure if I needed to subscribe to prime as I don't have a way to connect my phone to the TV to enjoy instant prime movie,Regi,15-Apr-15,5,"I started out by taking advantage of the prime 30 day free trial. I wasn't sure if I needed to subscribe to prime as I don't have a way to connect my phone to the TV to enjoy instant prime movies. I don't have a gaming device. Then as I was learning more about prime music. The rest is history, I am now a prime member. Maybe before my membership runs out I will have some kind of device to view thru my TV.Thanks again.Love Amazon and Prime Amazon.Keep up the good work"
Amazon,Good all around source for music.,Amazon Customer,6-Apr-17,4,"Pretty good availability. Not all choices available (free music)are the original musicians  or versions of particular  songs ,you  probably can purchase them . On my laptop the Playlist is a little hard to edit ."
Amazon,Five Stars,Smoke,20-Jun-17,5,good app
Amazon,BB no longer supported,9310 DMO,23-Mar-16,1,"I always gave great credit to Amazon for doing its part to make Android apps available for the BlackBerry OS. No longer. I have reason to own a BB10 OS device, which does have the ability to run Android apps, but only if the vendor allows the app to be downloaded, which in this case Amazon no longer allows. I'm dumping my Amazon Prime subscription and giving the money to Spotify."
Amazon,Five Stars,David Yeager,30-Apr-17,5,perfect
Amazon,I love Amazon Music!,kratomlife,3-Jun-16,5,My go to when I drive. I love the music selection. I was also happily surprised when I got a message last week that the new Bob Dylan was out. I promptly downloaded it. I truly dig the stations and suggested music.
Amazon,How cool is that,Cali dude,22-Nov-16,4,"YOu can think of a lot of songs and then they are there for almost free (Prime cost). How cool is that, no CD's no tapes , no records just right there. Not all music shows up , but the majority of the time i find what i am looking for. The search could be more easier but perhaps it is my searching technique ;-)"
Amazon,Works for me!,Only Grace,15-Nov-16,4,"Works well on my smart phone. Not comparing it to itunes or any other provider As a stand alone  product, I use it with Audio CDs purchased and I can download with prime in 5 seconds. I use it daily no measure of sound quality, etc.Simply works for me. Use phone, open Amazon player, hear my music. Grateful!"
Amazon,Five Stars,Roy Franklin,19-Jul-17,5,love it
Amazon,Five Stars,Silvia M.,3-Jun-17,5,It's so nice!
Amazon,Great Product,John,18-Mar-17,5,Great Product
Amazon,Four Stars,Dale Saunders,23-Aug-17,4,Quality sound without commercials and good choices. I would like to see more stations posted without having to search.
Amazon,Four Stars,maryshawki,21-Apr-17,4,love it
Amazon,"Great choices, works perfect on my phone",dl,12-Aug-17,5,"Great choices,  works perfect on my phone"
Amazon,"Bad on a current device, but why would I put this on a current device?",JR,20-Aug-15,1,"I can't give negative stars, or else I would.  There is no reason this product needs Android beyond 2.1.  The best use for a old phone or device is to put it in a corner as a music player.  But this requires that you be on the most current version of Android.  Useless app.It needs far too many permissions and is a data hog.  I believe that is why they want the more current Android, in order to assure they are on my current device."
Amazon,Okay just checked my drive which i just reloaded 3 ...,Amazon Customer,14-Sep-17,2,"Okay just checked my drive which i just reloaded 3 days ago. On a 12gb drive per month allowance that i end up with time left, I now have 10gb left after 2&1/2 days. When you have to open apps to run other apps"
Amazon,Best streaming music service I've found,David G.,9-Jul-15,5,"It is lacking many features for sorting or searching for duplicates, etc.  But I'm loving having such a huge library included with my Prime account.  I look forward to continuing to develop the apps to have more features I'd like to see.  I've tried several other streaming services and have not been satisfied at all from constantly crashing my devices to not syncing between computer and devices.  Been using Prime Music for weeks now with no issues at all."
Amazon,Five Stars,edwin lawson,15-Mar-17,5,AWESOME
Amazon,Five Stars,YAYE BONILLA,25-Oct-17,5,works
Amazon,Five Stars,Zann,21-Jul-17,5,Great
Amazon,Five Stars,Mama Cat,10-Jun-17,5,great
Amazon,Five Stars,Russell White,4-Mar-17,5,great
Amazon,"New update is broken **UPDATE** New, new update even more broken!",Jeremy,16-Dec-13,1,"I've used this app for nearly 2 years and it's been great. I love my Amazon cloud drive and have most of my music uploaded to the cloud drive. Unfortunately, the recent update to this app is broken. If you are listening to music and then go use another app (chrome, facebook, a game, etc.) then the music will randomly stop playing at some point. So, this app is great if you are only going to listen to music and not use your device for any other apps. I'm back to using the system music player for now. My device is a Samsung Galaxy S3.**UPDATE**I tried to create a new review, which doesn't work. Still only 1 star, though, since I can't give the app negative stars.The new Amazon MP3 app is essentially unusable. You've never been able to set the download location to download music to the SD card but at least with the old Amazon MP3 app you could copy downloaded music to the SDCard. This is such a fundamentally flawed design choice that it really makes me question amazon's focus on what customer's want. However, now it's even worse with this new piece of crap app which 1) keeps defaulting to using Prime Music when you open the app (which sucks - I just want to play my music) but, 2) even worse, when you download music and copy it to the SDCard it won't see your music even if it's in the same folder. I've also found, when I did briefly use this new version of the app, that it crashed pretty regularly.I'm using a Samsung Galaxy S4.Oh well. At least the Google Music app continues to just work. Can I give that app a 5-star review on Amazon? ;)"
Amazon,Four Stars,Ralph,14-Nov-17,4,wokks
Amazon,Three Stars,andrew,4-Jun-17,3,ok app
Amazon,Five Stars,Karnage,1-Sep-17,5,Love it!!!! Move over pandora
Amazon,Being old... I saw the birth of ...,Ole Fart,10-Mar-16,5,"Being old...I saw the birth of the 8 Track player, the cassette, then the CD, DVD, and now ""the cloud"".  What will  they think of next? Think I forgot about the MP3...not sure where it fits.  Personally I don't have one, least not that I'm aware of.  I should probably ""rent"" a little kid between say 8 and 10.  They know more about this stuff than 20 adults OVER 65!"
Amazon,Five Stars,William K. Lee,11-Aug-17,5,Works  great.
Amazon,It's good,Raymond J. Lawson III,20-Jan-16,3,"On a small device it is hard to navigate.  It also does not remember what you did the last time you were on, so you have to repeat everything.  Sometimes slow to load and buffering issues, but that may also be the fault of my provider.  Overall it's good."
Amazon,Not happy with music app,CINDY H.,19-Oct-16,1,"Prime member ... For now. But renewal is due soon. Can not download music app. Can not listen to my Amazon music. Don't care about audible or free books. Amazon is slipping, no star deserved."
Amazon,Five Stars,roy,19-Mar-17,5,good
Amazon,Five Stars,joyce norris,3-May-17,5,love
Amazon,"Come for the shipping, stay for the free music and movies!",John S. Socha,27-Sep-15,5,"AZ keeps adding more reasons to use Prime. This is one of them. Lots of music to hear for free on a variety of devices.  Come for the shipping, stay for the music and movies!"
Amazon,Four Stars,gary,30-Oct-17,4,I like
Amazon,Prime Music Needs Work,garrett,23-Jun-14,2,Much like the prime video selection the prime music selection is small and includes mostly older music. While it generally works OK for the music it does have I was unable to find any way to just search the music that is available through prime music and not for purchase on the amazon store so almost every time I went to listen to a song it was going to charge me.If you were able to limit the search and list of songs to only those available for free I would have given it a higher score but at the moment it was a lot more frustration than listening pleasure.
Amazon,Five Stars,MisterPO,11-Jun-17,5,Nice
Amazon,Five Stars,James K. Miles,16-Apr-17,5,Good
Amazon,Five Stars,Jennifer Lynn Miller,1-Jun-17,5,Love
Amazon,Five Stars,The Gunny (Retired USMC),13-Mar-17,5,great
Amazon,great service all kinds of music,Edwin Cruz,30-Aug-17,4,great service all kinds of music.  would be great if it had a voice recognition to search for music while you drive
Amazon,Five Stars,Dr.Noone,1-Nov-16,5,Great music available!
Amazon,Four Stars,dennis everly,20-Mar-17,4,good
Amazon,Works great now.,OD,7-Apr-16,5,It used to work great until the OS update. I hope they fix it soon. The update makes the app useless.
Amazon,Four Stars,Evelyn Buchert,23-Jul-17,4,Fun
Amazon,Crashes my Android often and chews data like crazy. Very counter-intuitive to install on a second ...,Mita Boo,11-Jun-16,2,Crashes my Android often and chews data like crazy. Very counter-intuitive to install on a second device (the amount of hunting I'm having to do to conduct a simple operation like install on a PC is insane).
Amazon,Bye Bye iTunes,Gypsy River,20-Sep-13,5,I'm loving using my SamsungS3 phone with Amazon MP3 app + RunDouble's C25K app.  It's great to be able to add new songs to my training play list without having to doc to my PC; keeps my training runs fresh.Finally time to retire my iPod Shuffle and the original C25K podcasts.
Amazon,Five Stars,Va Snow,10-Oct-17,5,Love Amazon music
Amazon,Not working on my device,natalie a allen,20-Feb-15,1,"I have tried over & over again to get this app to open on my phone.  I keep getting an Account Error ""Exception #45"".  I have reported the problem & get no reply from Amazon customer service."
Amazon,"SO FAR SO GOOD,",Pete,3-May-17,5,AT A PRESENT TIME MY NUMBER ONE SUPPLIER.
Amazon,"Great concept, wish it worked better",Amazon Customer,9-Jan-13,3,"I love the Amazon Cloud service, and I store my entire music library on it.  Unfortunately, my experience with it has been inconsistent and disappointing.  I have an iPhone, and if I use the app on there for more than about 5 minutes, it locks up my phone, and it can take a full minute for it to respond.  I also have a Samsung Galaxy Tab, and for some reason, Amazon decided to eliminate the ability to browse my library by genre.  That might not seem like a big deal for some people, but it's huge for me.  Really makes the app useless unless I know exactly what I want to listen to.  I realize there are competition issues between Amazon and Apple, and Amazon and Google, but these inconsistencies and poor performance is a real let-down from Amazon."
Amazon,Usually Works Well,Candice,18-Mar-16,3,"This app works great... Until it crashes. Usually it has to shut down a couple times a week. I like the music on Amazon Prime so I deal with it. But I like to let my phone stream through my car audio system. So when it crashes that means no more good Amazon Prime music. When it works I am very pleased though. When it doesn't, well I always keep a CD in the player as back up."
Amazon,Five Stars,Vinnie,6-Nov-16,5,Excellent product as advertized
Amazon,Four Stars,james k. howard jr,18-Jul-17,4,Ok
Amazon,Love the application,Fernando Garcia,18-Dec-15,3,"Love the application, though I grant only 3, because by mistake I deleted the mp3 folder for the music included with prime, and the application didn't give me the opportunity to download them again, so no off-line library at the moment because of that, the stations is awesome because it's like have a lot of radio stations without commercial breaks and dumb comments every now and then.. just music 24/7"
Amazon,Five Stars,Akfr0zen,21-May-17,5,Decent
Amazon,"Lacking content, but free",dreid,15-Jun-14,3,"Get free music from a service that you already pay for.  How can you not like it!!  The selection is a little scarce, but it's new, so I'm sure the selection will increase in time.  Seems that Amazon would put more effort in their prime video service (which is still very limited and lacks the selection of their competitors) instead of launching additional services.  Just seems a little backwards to me, but I won't complain about something free!!"
Amazon,"I know you are not listening, BUT",Amazon Customer,3-Jul-14,1,"For all of us that have been using Amazon MP3 since the first Android devices came out, this is a major disappointment.  First you snub us with instant video, then you take away tablet support for music and replace it with a beta quality.  This after we have already spent significant money buying music from you.  Sure i can switch to a new service, but i really had no plans too before this, and really did not want to spend the time.  Its hard to understand what your issue is with Android, i am positive that you could develop whatever you want.  I wish you would have never showed up on Android, that way I could have built a library on another service to begin with.  Very dissapointed.  Will have to use the pre-installed version until i can switch my wife and i to something else.  Who would have guessed a pre-installed app would come in handy.  Good luck with your new fire products.  Looks like i will be buying stock in the first amazon alternative that comes along, cause this alienation of such a large customer base makes no business since whatsoever.  You are trying to crush Google, but pushing people to them.  You could have owned the entire android ecosystem pretty much with prime music and video and apps."
Amazon,Not happy with Android app,Karmen M.,17-Jun-15,1,"I don't know what the core problem is, but I have a Samsung Galaxy S5 (AT&T) and I have another app that can track things like when apps restart multiple times, consuming resources like RAM memory, response time, and temperature, and for whatever reason, this and all the other Amazon apps have periods where they'll restart anywhere from 5 to 47 times in a 5 minute period. Amazon, you gotta fix this, it's not right to be slowing down a competitor's product."
Amazon,Three Stars,irayd8,15-Mar-17,3,Liked it better before changes.
Amazon,It is great!,melodie carroll,3-Mar-17,5,I adore this app. It is great !
Amazon,No lollipop support,Jason R. Protheroe,15-May-15,1,The app only works once per install on my 2nd Gen Moto X running lollipop. After a reboot the app consistently reports that my library is empty until I uninstall and reinstall. I'm not a novice user. I've checked my authorization limit. I've even reset my phone to factory defaults. Nothing fixes this app. The fact that this problem has existed for months now shows that Amazon is not committed to maintaining this app and therefore not maintaining their music service.
Amazon,Five Stars,kurt dominiak,31-Aug-17,5,Love this app! Tons of music. Easy to navigate around. 5 stars!
Amazon,Great app for prime music,KM Ferry,5-Feb-17,5,Great app for prime music
Amazon,Prime time,Ginger coe,25-Jun-16,5,"Amazon music is awesome! Since I am a prime member, I have free access to all kinds of great music. If you don't have amazon prime you should get it. The free shipping and music is definitely worth it!"
Amazon,"Fool me once, shame on you. Fool me twice, well, you know the rest.",David,29-Aug-14,1,"Although, I must admit the number of albums seems quite astonishing, I'm not satisfied for a few reasons. First and foremost: their marketing and cheap gimmick tactics to increase member subscriptions. Signing up for a free trial membership is usually something I'm wary about, but I took the bait this time and low and behold, after one month of use, I was charged a YEAR subscription renewal fee! Most companies will just charge for the next month and that seems reasonable, but surely this is a ploy to increase revenues and artificially inflate membership while skirting customer satisfaction because at the end of the day they bank on folks like myself simply forgetting to cancel their 'free' trial membership. Numero dos: while the music I've listened to has been great, and I enjoy their offline access to albums, they do not have any of the simple user-friendly displays like some other music counterparts (Spotify, Pandora, Grooveshark, etc. etc.). If you're listening on a web browser, it's constantly being opened into new tabs and nothing is intuitive. Also, with no filter to search prime music (when clicking on other music that might interest you) could lead to folks accidentally purchasing products they thought were free. Number three: after resigning to the fact that I purchased this membership, I tried to watch some programs on my tablet and low and behold! Does not work with most Android products. Or Chromecast (to my knowledge). Now that I've purchased the year subscription, I'll certainly give this a shot. But fool me once Amazon, shame on you. You have one year to win me back."
Amazon,Four Stars,mrfishing,27-Jun-17,4,eewf
Amazon,"Uninstalled, because it is of no use to me anymore",Pat H,2-Aug-14,1,"Unlike others, I don't want to download all my music onto my phone. That would be impossible! I own a LOT of music, and when this app was Amazon MP3, I was easily convinced that I should upload all of my digital music to Amazon, and then I could play it wfrom my phone where ever I was (as long as I had a good internet connection, of course). Got a new phone, and I downloaded the new Amazon Music app. What it shows as 'Cloud'  music is only about 1% of the music I store on Amazon's cloud servers. I can't really review any other feature of the app, because my music is not accessible. I called Amazon, and was told they were working on it. A couple of days later there was an update, which did not fix this problem. Amazon can add all the features it wants, but if I cannot play the music I already own, the app is useless to me."
Amazon,Five Stars,Dellmerr,25-Mar-17,5,A++
Amazon,It should be free to download,Alex u,5-Jan-17,4,"Some songs to download you have to buy , so again whats the point of been a prime member ? Amazon is trying to squeeze every cents out of us._Ÿ_”_Ÿ’±"
Amazon,So very satisfied..,Holophonic,28-Apr-16,5,"If you have prime, use this!  My musical tastes are vast.  If you sometimes vary far off the beaten path your needs will be met and expanded.So very satisfied... nothing is quite as good as being introduced to music you may like and having them hit the nail on the head.Just make sure you are on wifi when you hit a pocket of awesome tunes."
Amazon,Five Stars,IXDIGITS,29-Apr-17,5,One of the best music channels out there!!! Thank you Amazon!!
Amazon,Five Stars,Speedygonzalez,15-May-17,5,fantastic
Amazon,"I like it, wish it had more Hawaiian - - Jawaiian flare",Aloha Ninja,23-Apr-15,4,"I love Amazon Prime and now they have added Prime Music, I like it for the most part - there are a lot of popular songs and some new songs that I get to listen for Free.  I took one star away because, like I said before - - it's only POPULAR music.  I live in Hawaii and I love it when streaming sites let me listen to my own local music.  Granted they have like old Hawaiian Slack Key music, but I'm more interested in local Jawaiian music that plays locally over the radio."
Amazon,no problem,EJB,29-Jan-16,5,I don't understand the negative comments. There is a ton of free music for Prime members. Easy to access and easy to play. And I am a grandma :)
Amazon,Awful,Paul,19-Oct-15,1,I wish I could download purchased music directly to my phone. Instead I have to go through this disgusting app Amazon is stuffing down my throat.
Amazon,A great app to use on my android phone and tablet,JACKFORK,5-Dec-15,5,A great app to use on my android phone and tablet! I love that I can upload my personal library to it and listen to it when I'm on other devices then my computer.
Amazon,The music / mantras that I like to listen to are on Amazon Unlimited of which ...,Gina,6-Nov-17,2,"The music / mantras that I like to listen to are on Amazon Unlimited of which I have to pay for. It's o $2 less than Google Music which isn't much of a difference so decided to keep Google Music. Mainly, I don't want to have to go through and reset playlists also."
Amazon,Music to my ears!,Orleana  P.,31-Dec-15,5,I love this app. I am still learning and navigating my way through but it is the only music app I use now! It has a lot to offer!
Amazon,Music App is BOMBIN!,Michelle van riel,29-May-17,5,It's awesome to be able to take my music anywhere!!
Amazon,Good deal,Geo51,15-Mar-17,5,"Wonderful selections, great sound....fantastic Prime benefit."
Amazon,Great solid app with tons of features,Keith Dotter,25-Sep-16,5,Solid app for music streaming and downloading. The best part is that there are constant updated virtual stations and playlist that are spot on. One of my most used apps.
Amazon,Awesome music app,Kindle Customer,31-Jan-16,5,It asked me when I first tried to download where I want music stored. I chose sd card and that's where they're being stored. Anyone having difficulties may be using an earlier version. May want to uninstall and reinstall to see if that will help.
Amazon,Blown away!,Ashley Smiith,5-Sep-15,5,Huge 3dg and staind fan! From the second I listened to it I could hear bits and pieces of them but this is not those bands! This is much harder than 3dg and more composed then staind. I haven't bought an album in 5 years...this was worthy enough to buy and it's been on repeat since I got it! Incredible band and I'm stoked on their music! If you like hard rock with small amounts of metal and insanely good lyrics...buy this album!
Amazon,Five Stars,Anthony Clark,9-Aug-15,5,I just love Amazon Music w/ Prime Music. Can't wait to see what the future holds.
Amazon,Nice Mix,Anthony M. DiMattia,29-Apr-17,4,Great its part of Prime
Amazon,COULD be a 5 star...,Na Deela,30-Apr-15,3,"I loved this at first. I was excites thinking FINALLY something better than Pandora! But day one songs stopped half way through to load like there was a connection issue each time I left home. I was using 4G so I don't get that. since then, it's happening more and more frequently. Whether I'm home or not, on Wi-Fi or 4G. Still keeps stopping mid-song to either load or the app just crashes altogether. It has potential but I'm disappointed I had to go back to Pandora."
Amazon,Nothing to write home about.,Nathan K.,18-Jun-16,2,"Its a decent bonus, but its no replacement for anybof my other music apps. The 1st 3 songs I tried to find werent in the collection, and the app doesn't play well withy android platform. I deleted it."
Amazon,Worst update ever!!!,Melanie Fisher,18-Jun-14,1,"This was a forced update that if you uninstall it, it removes your amazon app completely.  I lost all of my playlists, and there are a lot more steps to get to the song or album you want.  Too many drop down menus, and too may ads.  And I don't know if this has anything to do with it but my 'desktop' screen has changed and now I have multiple pages to move thru to find what I want.  Hopefully I can take it to verizon and they can reset it."
Amazon,Five Stars,Amy Mowry,23-Oct-17,5,Great!
Amazon,Best Music App Ever!!!,Amazon Customer,30-Apr-17,5,"This is my favorite music app and I have it on my Fire TV, Fire Tablet and Android Phone. Recent updates to this app on my Android Phone had me wondering why some of my music was missing, particularly music that I purchased and songs selected for my various playlists. The Amazon Music App updates did not negatively affect my playlists on my Fire TV or Fire Tablet. I discovered that it was Google Play and not Amazon that changed my playlists and eliminated some of my favorite songs. I had to go into Google Play and uninstall and disable the Amazon Music app, so it could only be downloaded from the Amazon web site. There were many negative reviews of this app on the Google Play site and now I realize it is because of the changes that Google Play makes to the app on installation and updates. The Amazon Music app will not properly function when downloaded by Google Play. When I installed this app again from the Amazon web site, it was perfect in form and function. No stalling and stopping and no missing songs."
Amazon,They will get there one day,Matthew C,31-Dec-16,3,Let's face it Amazon can't do everything just yet but we'll on their way. I listen to non mainstream music and they just don't have it quite yet
Amazon,One Star,DORIANSHADE,14-Oct-16,1,Doesn't work on a note 7
Amazon,I should have know Amazon Prime (Music/Kindle/Video) was too good to be true,Ms. Chocolate,30-Mar-15,1,"I should have know Amazon Prime (Music/Kindle/Video) was too good to be true! Like Netflix, RedBox and any of the others like it, there are always loopholes/limitations. Every movie, song, book I've tried to download, it wasn't included in the Prime package.  I can just as easily wait for the book to come out at my local library and read it for free. The same applies to music/videos.  Looks like the only thing that I'm going to benefit from by purchasing Prime is the free shipping for my Christmas shopping."
Amazon,Five Stars,spark4life,21-Jul-17,5,Love it!!
Amazon,"Since this is still a new feature, we will be holding out to see how it adapts.",Symbatine,12-Aug-14,1,"We have tried using this on several different devices thinking that maybe that the app was just not working with the device (yes, we know only 1 device at time). However, the shuffle doesn't really 'shuffle', the music will just stop without notice, and the Prime music to the computer and the Prime music to the device do not sync.Since this is still a new feature, we will be holding out to see how it adapts."
Amazon,Love it,raeellis,6-Mar-17,5,I am enjoying my music
Amazon,Five Stars,SDC,5-May-17,5,Good
Amazon,A lot of good music,J. Markley,5-Oct-16,5,This even beats itunes! You can get an artist or song with their search!
Amazon,"Move Over iTunes, there's a new kid on the block.",M. R. Schulz,26-Oct-16,5,When I started looking at what was available it was like a time machine. There was my musical youth. I've found most of the albums I wore out in the 60's and 70's. All available to download into my tab and they're free with Amazon Prime. Move over iTunes there's a new and better alternative. Can't beat Free.
Amazon,Amazon Music App is the Best In Its Class.,Preston Mitchell,15-Jan-16,5,"I rate Amazon Music app higher than its two top-rated competitors' apps -- Google Play Music and Audials.  Brilliantly designed user interface that is easy to use and navigate.  Immense library of music.  Also, Amazon Music app works great on Fire tablets and real Android devices, such as Samsung mobile devices.  Amazon nailed it dead-on with its music app.  Woot, Woot, Woot for Amazon!"
Amazon,Can't remove only the duplicate songs.,Reddie Henderson,1-Jan-17,4,"Very cool, but there's no way to delete duplicate songs without having to delete all of the copies of the song instead of just the extra ones."
Amazon,Almost perfect,Older than Dirt,2-Jul-14,5,Works quite well but I must periodically log back into Amazon when the music stops and asks me to do so.  Why's that?04.11.17 Won't open now.  Why's that?  Amazon Customer Service took care of the problem.  Wonderful!
