prod,title,author,date,stars,comments
Spotify,But overall very good.,Betsy Van Vlack,26-Apr-17,4,"A few too many interruptions for my taste,.  But overall very good."
Spotify,Highly Recommend,candi,25-Feb-15,5,"I love this music app. It's the best. It has so many choices. There's - browse, many genres to choose from, the radio and the best yet listen to entire albums. It's awesome. Get it. Or at least give it a try. And it's free. There are ads, but, so...not that many. There is the option to upgrade to remove ads and whatever else."
Spotify,Best Music App ever,sassygirlkm,2-Oct-16,5,This app is literally my life I love it so much!! I use this app for all my music and I use it everyday. Even the free version is amazing!! This app is definitely the best for music!!
Spotify,BETTER THAN PANDORA !!!!,p. evelyn,3-Oct-14,5,"LOVE THIS APP!! YOU CAN ACTUALLY HEAR THE SONG YOU WANT TO HEAR YOU DONT HAVE TO WAIT FOR IT PLAY LIKE PANDORA. ALSO YOU CAN REWIND, FAST FORWARD, AND START THE SONG OVER. SIGN UP IS LITERALLY LESS THAN 5 SECONDS. SUPER EASY TO MAKE YOUR PLAYLIST AND SEARCH FOR SONGS (YOU DONT HAVE TO MAKE A PLAYLIST TO LISTEN TO MUSIC THOUGH) LOVE IT, MY NEW FAVORTIE APP !!!!"
Spotify,Great!,Al Malabeh,30-May-17,5,Great app!
Spotify,Great app,Skot,28-May-17,5,Best music app ever created in my opinion. Been a loyal subscriber for 5 years.
Spotify,Great App,RISP10,22-Oct-17,5,"I love how it is free, there are minimal commercials, and how have millions of songs and the ability to make and share playlists and music, all at your fingertips."
Spotify,love this app!,Kayleigh Nichols,1-Oct-17,5,"Spotify has all the best music for every genre. All the new and all the best music can be found on this app, and you can even download it for off-line use! 11/10!!"
Spotify,Love it! Easy to use,V Garcia,3-Nov-17,5,"Love it !Easy to use , my favorite is to browse new artists."
Spotify,Amazing!!!!,Ruth,6-Apr-17,5,"Has all the rock, even underground like HU!!!! Nothing is censored"
Spotify,great,Amy Hollander Butler,20-Sep-15,5,Group at ap
Spotify,very useful,Doctor Derps,9-Jan-16,5,"This app is very useful, I love it! They give you a month or so of free premium.  This app even helps youcfind new music! My only issue with this app is after your free premium, you can't listen to music offline without getting premium-Derpy"
Spotify,Great App,Travis,16-Oct-17,5,I love this app. I have had it for years and it has been working excellent.
Spotify,Great app,avamaria zenick,9-Apr-17,5,"I love this app so much, and I am a kid my mom puts it on for her salon music it has all of the songs i know and more! GET THIS APP!!"
Spotify,Love it!,Angel Cash,25-Aug-17,4,"Awesome! Love that you can make your own playlists. Would be 5 stars if not for all the ads, but that's what you get with free stuff."
Spotify,Four Stars,John E. Cohen II,31-Jul-17,4,"Very user friendly!!!  Also, it has a vast collection of music to choose from."
Spotify,Awesome Music App,Cool,7-Jun-16,5,This app is the best for listening to music. You can make you're own playlist and for the kindle fire HD there is a glitch that last you skip the songs without Premium. I totally recommend that you download it.
Spotify,Spotify u mean supa-fly ayyyyyy,Tami Reece,1-Feb-17,5,Is very good and very helpful for studying. I like that it keeps playing your music even if you exit out of the Spotify app. Could add more anime open is tho _Ÿ_Œ_Ÿ_è
Spotify,wwwaaaaaayyyy better than Pandora... but,I would suggest it,28-Nov-16,4,"I love this app, I really do. But I just have a song request. I would love it if you guys put the song Here Comes The Boom by Nelly. Otherwise GREATEST MUSIC APP EVER."
Spotify,Five Stars,RETIRED Border Cop,25-May-17,5,Awesome you can make your own 60's and 70's playlists.  Great!!!!
Spotify,Five Stars,marc owens,17-Mar-17,5,Great
Spotify,Best Music App EVER,Kyle Smith,13-Jul-15,5,"Spotting delivers the best of the best. It uses up to 320 mbps and has almost any song. It has offline mode for premium members and uses sweet quality. For families, each additional premium account is 50% off, same with students. Stop listening to Grooveshark and Pandora and get SPOTIFY! :)"
Spotify,"Netflix for music, but with a free option!",daniel echevarria,16-Jan-16,5,"Love that I can download  directly to my devices , unfortunately you have to pay for the feature, but the $0.99 for 3 months promo is a great deal! I Will gladly pay $9.99 a month afterwards to keep the paid benefits, which there area many of!!"
Spotify,Great for listening to a,Julie,16-Jan-16,5,"Great for listening to a variety of music.  You can easily search, and find, just about any song or artist that you like, then Spotify finds similar music for you.  Also has a ton of browser options. I like to pick my music by what mood I'm in."
Spotify,it's like hitting the lottery,Amazon Customer,22-Sep-16,5,"it's like hitting the lottery, I am able to hear any song I want for the past 60 years, sometimes I want to listen to an old song and Spotify makes this possible, thank you Spotify!!!"
Spotify,Are you sure you want to let stranger know what is your mood?,jose,4-Sep-14,3,"Sorry for some customers might crazy love Spotify ""CHOICE"", Yes, the Sporify APP is giving ""a list of genre"" followed by human mood. Those list looks fun and catchy, but my mood always change and lazy style of myself is not used to ""TELL"" Spotify company what time is my happy mood, what time is my sad mood. It is let the cat out of the bag!!Meanwhile, since download this app for 1 month, I only hit the play ONCE. Because my listen music style is ""basic"" as Pandora.Hope my review is not what you looking for, if so, you might have a lot secret mood won't tell!Take care and hope you get the best music app from AMAZON!!Cheeeeeeer for everyday!"
Spotify,Spotify,Audra Kosensky,3-Jul-17,5,I love this app sooooo much!!
Spotify,Five for sure,D.Jenkins,22-Dec-16,5,Good for relaxation. As a big music person I would give more stars if I could
Spotify,Samelia lynon,Samuel A. Lynon,14-Nov-16,5,"I absolutely love this app it has everything, songs and story's from all over the world indifferent languages you can even !earn a new language with this am ALTA_Ÿ˜ç_Ÿ˜ç_Ÿ˜˜"
Spotify,app please,AmyKerz,22-Jul-15,5,This is the best music app
Spotify,Five Stars,David Whitehead,23-Aug-16,5,Awesome app and such a great way to discover new music
Spotify,The best music app,Alisha,26-May-16,5,Way better than Pandora. Offers a lot even without premium. You have way more options with tablets or laptops. It's like having premium but free. Not the same story on a phone though. I highly recommend this app
Spotify,Love some spotify,Tia Kelly,18-Jul-17,4,Great app.  Love that it connects to FB and has a huge variety of music.  Very affordable for the paid app as well.  Love Spotify!!
Spotify,Five Stars,Albert Pajotte,24-Aug-17,5,Amazing
Spotify,Greatest app ever,Anna Siemering,11-Oct-17,5,It's the greatest app ever you can make your own playlist and search any song and it is great for on the road if you have a hot spot.
Spotify,The best there is,Kevin Grisales,28-Mar-17,5,Tried all music apps. Saving an entire album for free is priceless even with shufflke on.
Spotify,Nice app for organizing music but don't like the idea ...,Robert W.,2-Feb-16,3,Nice app for organizing music but don't like the idea that in order to listen off line need to pay for premium. Disappointing . I  won't be paying 10 $ a month. Maybe once and done. Where can I find a free app besides iTunes thats free???
Spotify,very pleasant,travis,14-Dec-14,4,"I rather enjoy this music app. Is better than any other, in terms of variety. The ability to follow others and listen to their playlists tops the cake for me. I love me music, and listen to different styles depending on my mood.  Only issue is that I am so very poor at remembering song artists, song names, etc.........this is a blessing."
Spotify,What a great app!,Debbra Washington,23-Aug-16,4,What a great app! But I'm still waiting for Lemonade!
Spotify,Five Stars,Alfredo,23-Aug-16,5,"its an amaing program, all the mÃºsico you can find!!!"
Spotify,It's Great,Martha G. Winch,22-Jun-17,5,I am excited to have Spotify and to be able to choose whatever music I am in the mood for!  Thank you.
Spotify,I love Spotify. The only thing that can get a ...,Macy R.,1-May-17,4,I love Spotify. The only thing that can get a little annoying is they don't have some songs on there..
Spotify,PLEASE READ MY REVIEW BEFORE BUYING!!,Kenzi,19-Jun-15,3,"I love this app, but it sends me 71 EMAILS EVERY DAY! One is 99 ways to listen to music, your favorite music based on your search history. Please only buy this app to listen to music! Don't sign in with your EMAIL unless you have to! I myself prefer RDIO It's a great app to listen to music to."
Spotify,Lit,Tank,10-Nov-16,5,I have loved spotify since day one and it continues to get better. I would pick spotify over all the other music apps anytime of the year.5 star keep being amazing
Spotify,Great for Kindle Fire HD for music in the background....,D. Lunn,30-Jul-15,5,"I use my Spotify app for all my music listening, now.  Very little ads.  Has every song I've ever searched for... including little known indie artists and big name bands.  Highly recommend!  You can also put this on your Kindle and the music will play in the background as you use it."
Spotify,spotify,eabha,25-Dec-16,5,"I love this app so much you can get so much free music, it's really crazy. They have such much music. They don't have Taylor swift though, which kind of sucks."
Spotify,Love offline option,Frederick L. Huntington,13-May-16,5,Spotify often has new albums soon after their release. Also artist radio and topical playlists fit my folky/alternative preferences. Much of the content is available for listening offline with premium. I'm hooked.
Spotify,great app for the most part,Theresa Smith,1-Aug-15,3,I love everything about this app except for the premium. I bought premium at a great price of 99Â¢ for 3 months. But when I go to spotify when I'm in the car for example it says no internet connection and won't let me listen to music . So I pretty much bought premium for nothing.
Spotify,Four Stars,Amazon Customer,6-Sep-17,4,"I love how you can customize your list it not just a ""stations"" it's your music."
Spotify,the best music app so far,Bethany,9-Jan-16,5,"I love spotify. 20 times better than Pandora. You can rewind, fast forward songs. Make lists. Save songs, find SO MUCH NEW MUSIC, pick lists by your mood, or genre...and many many more. So glad I found this app. You will love it. Give it a try"
Spotify,best app,one direction 4567,9-Nov-14,5,"I love it. I cant even describe it in words and its free. I lets me repeat the song steal my girl by one direction.. awsome! ""She knows that im never going to let her down"" #Bestappever lalalala its a music lovers heavon and dream.  THANK YOU SPOTIFY! Now its time to listen to midnight memories by one direction, bye see ya later guys"
Spotify,Love it love it!!!!!!,Kindle Customer,12-Sep-16,5,The music is great! Just be sure to listen to your fav music cuz then you can make a playlist!!! I definitely reccomend this!_Ÿ‘ç_Ÿ‘ç_Ÿ‘ç_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ
Spotify,While listening to opera the music is interrupted by musical ...,Birdman,7-Aug-14,3,While listening to opera the music is interrupted by musical commercials for contemporary music.  Music sets a mood.  The commercials are such a jarring clash of genres that it destroys the mood of the music.  These interruptions are truly ill conceived.  I doubt popular music listeners would appreciate their music being interrupted by musical commercials for the Met.
Spotify,The Only Way To Listen To Music!,Nana #1,8-Apr-16,5,"We received Spotify as a gift. Our kids had been recommending it to us for quite a while. Finally they gave us the Premium version. We love it! Listen to your favorites anytime, anywhere!We highly recommend Spotify!"
Spotify,excellent,Melody Quintero,15-Jan-16,5,For someone like me who has eclectic tastes and listen to music based on moods this is perfect. I was told it as a good music service but I didn't want to try out of stubbornness but now I wish I had it sooner. Get the premium. It's worth it
Spotify,Awesome,Redwood,11-Oct-17,5,It is very easy to use.
Spotify,Spotify is amazing,Don't Buy This Game!,6-Oct-15,5,Yes you can only use shuffle play on a mobile device if you're on the free version that's why I'm always listen to the radio but if you like or don't you have to try it on the computer it's totally different.I believe Spotify completely earned five stars
Spotify,BEST APP EVER !!!!!!!!!!!!,Susan,19-Mar-16,5,I love this app so much!!!! I was so happy to know that you get 30 minutes of uninterrupted music then you just have to hear 1 ad that is like 30 seconds then you get 30 minutes of uninterrupted music. Best app ever!!!!!!!!!!
Spotify,Good app,Kindle Customer,14-May-17,5,I would like to see less repeats of songs on stations during the same listening session. And actually removing thumbs down songs.
Spotify,Works great on my kindle fire!!,ChicStylishGirl,14-Apr-16,5,I use this on my Kindle fire. I love that I can see is to store my off-line music on my external SD card or on my internal storage. It's a great app and I'm very happy with it. Really enjoying my student pricing as well
Spotify,Three Stars,Curt,4-May-17,3,I enjoy the opportunity to hear the music I like.
Spotify,Suggestions for playlists,Virginia F,21-May-17,4,When you do suggestions for a playlist with multiple genres you focus on one genre. Try and suggest songs for all the genres on the playlist :)
Spotify,Perfect!â™¥,Savannah Danielowicz,12-Nov-15,5,Its awesome so much better than Pandora!  But what would make it even better is if you added when concerts of your favorite bands are playing it would help people so much!  And you would get less complaints about the ads!  Hope you consider my idea thanks!
Spotify,Better than Pandora!,Amazon Customer,3-Jan-17,5,Best music app there ever was!! Super easy to use and tons of music to choose from. Easy sign up and adding to your playlist is a breeze! Highly recomend_Ÿ˜˜_Ÿ__
Spotify,Very nice music app.,JPK,19-Nov-16,4,Very good music app. Works well on my Kindle Fire HDX. Plays the music in the background while I preform other tasks. Nice selection of music and artists available.
Spotify,VERY VERY GOOD!!!,Domingo,3-Jan-17,5,This app is very good I get to listen to my favorite music when I have WiFi. However u need to get spotify premium in order to listen to music without WiFi.
Spotify,AMAZING,michelle johnston,15-Sep-17,5,I use this all the time in fact im listening tho music _Ÿ_¶_Ÿ_¶_Ÿ_¶_Ÿ_¶right now
Spotify,Love this app,Mary Jones,27-Feb-15,4,Love this app. Iv found every song iv looked for with only one artist and one song exception.  If I could have found those it would have been 5 stars. It's very user friendly and I love that it let's me get entire albums at one time or pick and choose individual songs. Definitely recommend this app for music lovers.
Spotify,BETTER THAN IHEARTRADIO AND PANDORA BOTH!!!!,Gerry D Pratt,3-Nov-16,5,"It's free.  Commercial ever 30 minutes, and they have every stone by EVERY artist.  Easy to navigate and create your own playlist too.  Wish I found this 2 years ago!!"
Spotify,It's worth getting,Sakeen2,31-May-16,4,"Spotify is worth getting, it does take a while to set up a playlist, but I do have to recommend Pandora to find new artists then deffinetly get spotify so you don't get random songs you don't want to hear."
Spotify,Five Stars,theresa groneveldt,1-May-17,5,It has all the music I like love it
Spotify,Best App Ever,Fun and Easy,3-May-17,5,Hope you download this app it is so cool and you can listen to all kind of music..._Ÿ’—_Ÿ’–âù__Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ
Spotify,I've used other app's and I wasn't satisfied I love Spotify Music,Elizabeth,12-Jan-17,5,"Awesome! I love that I can find the songs I like and save them and listen to them whenever I want to. like Wisin, Brian Mayer, Daddy Yanqui, Sam Smith etc."
Spotify,Love this free app,Debra Childers,20-May-16,5,"Love this free app, there are tons of new music all the time. Been with spotty for acouple of years and have no complaints with them. If you want no ads there is a fee, but spotfy doesn't hound you about it."
Spotify,Good,Amazon Customer,25-Mar-17,3,Ok
Spotify,LUVVVVV ITTTTT,great music app,7-Sep-16,5,Best app ever use this app everyday better that Apple music luv you spotify keep doing what your doing I'm listening to spotify while writing this review lol luv u spotify _Ÿ’—_Ÿ’—_Ÿ’—_Ÿ’—
Spotify,Nice for work,Candy Bower,7-May-16,4,I like being able to pick songs or albums to listen to. Creating my own stations is very important as I listen to it while I am at work. Depending on how your day is going can change what you want to listen to.
Spotify,Great,Graciela Stanford,16-Nov-15,4,This app is pretty great let's you listen to any music you want. But it also plays songs that arn't on your Playlist but in the same genre. If you get the whole pack thing that you have to pay for monthly then they only play the songs on your playlist.
Spotify,Love it!,Ms.C,26-Mar-17,5,Excellent! Glad  to have access to all music in one place.
Spotify,"Great app, but needs one feature",pounditz,12-Feb-15,5,"Really great app, add your own specific music, listen to stations by the the artist or songs like pandora but smarter, and download music from spotify with a premium account. But one feature is that I wish you could pay for premium via amazom store, like a subscription. Other than that, its an awesome app for music."
Spotify,Great app for streaming your music...,TheStreetDoc,13-Aug-15,5,Access to pretty much any song imaginable at the drop of a hat with a $9.99 Spotify Premium membership is a great deal in my mind. This replaces all my long lost CD's and for a fraction of the price of buying songs individually. Five stars for the service and the app itself.
Spotify,Tje Best,Ib.Jax,20-Jul-17,5,The music streaming service ever!
Spotify,Five Stars,RonS,13-Jun-15,5,Wide variety of music.
Spotify,AMAZING,it is awesome.,28-Feb-16,5,"First my parents got and I was like what's this, oh that's cool then my sis got it she loved it. So you known I decided to try it. IT IS AMAZING. all the music is free and you just add it and go. It's great I RECOMMEND IT!!!!"
Spotify,1st choice over Pandora,Cassie Figueroa,3-Sep-15,5,"I love spotify for when I am in a specific mood. I can put on my happy playlist when I'm happy, for example, and it sets the environment so perfectly. And it has all the classical music I need for when I'm studying! If I want something specific, Spotify is my go-to app"
Spotify,Awesome,ccccggfcvvvhjk j hjkkkkkkkk,15-Aug-16,5,This app has all of the songs you like and that you know
Spotify,Three Stars,Amazon Customer,4-Sep-17,3,"I had trouble using the product. I seldom tried to use it, and finally deleted it from my phone."
Spotify,Necessity to Life lol,Amazon Customer,17-Jan-17,5,"Any song to add to a playlist when i want to just hook up to BlueTooth, blast it and drown out life...yeah, i couldnt give up Spotify for anything hardly"
Spotify,Nicole spotify lover!,Nicole Cress,3-Jan-17,5,"love everything about my spotify!! its so easy from me to navigate! i never have any problems fining or getting to anything. Love ,Love,live my spotify!!"
Spotify,Two thumbs up,Cherish Hannaman,1-Sep-15,5,"Easy to use, all the songs I want are on there and all kinds of versions. The only thing I don't like is that when I want to test out a song to see if it's the right one it doesn't let me listen to it without downloading it. But it's still a good app. Two thumbs up! :)"
Spotify,The Best,Jimini,28-Jan-15,5,Spotify is the best download site for those who want a great site for downloading their favourite music. I have been using it to find my most wanted music and even music I haven't heard in years and I haven't been disappointed yet. I would recommend this site to anyone who wants the best music download site out there.
Spotify,Amazing,Kindle Customer,30-May-17,5,I love it because you get lots of more music
Spotify,"Okay, I guess...",Critic,26-Oct-14,3,"Was very thrilled when I saw that Spotify had been made for a tablet, so I logged in on my Spotify account from my school laptop and saw all my music was there, but now that it has been a few days, it is being very annoying. You can't play music unless in shuffle mode. Unless you are tolerant of nonsense like this, this app is not for you."
Spotify,Very good!,Katboy,7-Nov-16,5,"I think this app is amazing. Its free, with only occasional ads, usually giving periods of ad free music. The app is also easy to use, and has many songs to enjoy."
Spotify,Spotify for life,Pjanae,14-Nov-17,5,Life changing. Loooooove my Spotify. I'll never go back.
Spotify,R&B and rap,lawrenceconlan3,30-May-17,5,It gives a playlist of different artists you like and let's you make a playlist of only songs you like._Ÿ˜œ_Ÿ‘Œ_Ÿè€
Spotify,Spotify,Noel,1-Feb-17,5,It's a really good app
Spotify,Awesome_Ÿ˜_,smadge,20-Jun-17,5,"Just got this, and it had all my favorite music for free unlike Amazon music, i am loving it._Ÿ˜ç"
Spotify,Hands down the best music application,Pete D,20-Jan-16,5,Works just as well as my iPhone app does.  Spotify is an excellent music service at a low cost.  Users are able to listen to a seemingly endless collection of music without Ads.  It is a fantastic App that I use multiple times daily.
Spotify,awesome,Brinae,9-Jan-17,5,I love this app it's great im actually using it right as I type it's great and it works even if u shut down the iPad or turn it off u should tots get it
Spotify,Perfect,maybemoriah,25-Dec-16,5,I have nothing but praise for this app! I've had it for a year and have been completely happy with it. Awesome selection! Love love love the playlists!!
Spotify,Great,marvin,23-Nov-16,5,"Best ever,  great!"
Spotify,EPIC,Tracy,17-Oct-17,5,It's amazing hoomans
Spotify,Easy listeniÃ±g,Raymond,16-Aug-17,5,Love the function ability.  Easy to use.  Good mix of radio stations
Spotify,Radio your way...,BayBay,3-May-17,5,Customize your own personal radio. Love it!
Spotify,Four Stars,Kindle Customer CY,20-Jan-16,4,Easy to use
