"Index","Product","Date","Stars","Review"
55,"Amazon",2016-06-03,5,"I love Amazon Music! My go to when I drive. I love the music selection. I be also happily surprise when I get a message last week that the new Bob Dylan be out. I promptly download it. I truly dig the station and suggest music."
61,"Amazon",2017-08-23,4,"Four star Quality sound without commercial and good choice. I would like to see much station post without have to search."
64,"Amazon",2015-08-20,1,"NA"
66,"Amazon",2015-07-09,5,"good stream music service I have find It be lack many feature for sort or search for duplicate etc. But I be love have such a huge library include with my Prime account. I look forward to continue to develop the app to have much feature I would like to see. I have try several other stream service and have not be satisfy at all from constantly crash my device to not sync between computer and device. be use Prime Music for week now with no issue at all."
74,"Amazon",2017-06-04,3,"Three star okay app"
78,"Amazon",2016-01-20,3,"it be good On a small device it be hard to navigate. It also do not remember what you do the last time you be on so you have to repeat everything. Sometimes slow to load and buffer issue but that may also be the fault of my provider. Overall it be good."
79,"Amazon",2016-10-19,1,"Not happy with music app Prime member... For now. But renewal be due soon. Can not download music app. Can not listen to my Amazon music. do not care about audible or free book. Amazon be slip no star deserve."
83,"Amazon",2017-10-30,4,"Four star I like"
85,"Amazon",2017-06-11,5,"Five star Nice"
92,"Amazon",2016-04-07,5,"work great now. It use to work great until the OS update. I hope they fix it soon. The update make the app useless."
93,"Amazon",2017-07-23,4,"Four star Fun"
96,"Amazon",2017-10-10,5,"Five star Love Amazon music"
102,"Amazon",2017-07-18,4,"Four star okay"
103,"Amazon",2015-12-18,3,"NA"
106,"Amazon",2014-07-03,1,"I know you be not listen BUT For all of us that have be use Amazon MP3 since the first Android device come out this be a major disappointment. First you snub us with instant video then you take away tablet support for music and replace it with a beta quality. This after we have already spend significant money buy music from you. Sure i can switch to a new service but i really have no plan too before this and really do not want to spend the time. Its hard to understand what your issue be with Android i be positive that you can develop whatever you want. I wish you would have never show up on Android that way I can have build a library on another service to begin with. Very disappoint. Will have to use the pre install version until i can switch my wife and i to something else. Who would have guess a pre install app would come in handy. Good luck with your new fire product. look like i will be buy stock in the first amazon alternative that come along cause this alienation of such a large customer base make no business since whatsoever. You be try to crush Google but push people to them. You can have own the entire android ecosystem pretty much with prime music and video and app."
115,"Amazon",2017-06-27,4,"Four star eewf"
116,"Amazon",2014-08-02,1,"Uninstalled because it be of no use to me anymore Unlike other I do not want to download all my music onto my phone. That would be impossible! I own a LOT of music and when this app be Amazon MP3 I be easily convince that I should upload all of my digital music to Amazon and then I can play it wfrom my phone where ever I be a long a I have a good internet connection of course. get a new phone and I download the new Amazon Music app. What it show a 'Cloud' music be only about 1 percent of the music I store on Amazon's cloud server. I can not really review any other feature of the app because my music be not accessible. I call Amazon and be tell they be work on it. A couple of day late there be a update which do not fix this problem. Amazon can add all the feature it want but if I cannot play the music I already own the app be useless to me."
118,"Amazon",2017-01-05,4,"It should be free to download Some song to download you have to buy so again whats the point of be a prime member? Amazon be try to squeeze every cent out of us."
124,"Amazon",2015-10-19,1,"Awful I wish I can download purchase music directly to my phone. Instead I have to go through this disgust app Amazon be stuff down my throat."
126,"Amazon",2017-11-06,2,"The music / mantra that I like to listen to be on Amazon Unlimited of which... The music / mantra that I like to listen to be on Amazon Unlimited of which I have to pay for. it be o dollar 2 little than Google Music which be not much of a difference so decide to keep Google Music. Mainly I do not want to have to go through and reset playlists also."
130,"Amazon",2016-09-25,5,"Great solid app with ton of feature Solid app for music stream and download. The good part be that there be constant update virtual station and playlist that be spot on. One of my much use app."
135,"Amazon",2015-04-30,3,"can be a 5 star... I love this at first. I be excite think FINALLY something good than Pandora! But day one song stop half way through to load like there be a connection issue each time I leave home. I be use 4G so I do not get that. since then it be happen much and much frequently. Whether I be home or not on wifi or 4G. Still keep stop mid song to either load or the app just crash altogether. It have potential but I be disappoint I have to go back to Pandora."
137,"Amazon",2014-06-18,1,"bad update ever!!! This be a force update that if you uninstall it it remove your amazon app completely. I lose all of my playlists and there be a lot much step to get to the song or album you want. Too many drop down menu and too may ad. And I do not know if this have anything to do with it but my 'desktop' screen have change and now I have multiple page to move thru to find what I want. Hopefully I can take it to verizon and they can reset it."
142,"Amazon",2015-03-30,1,"I should have know Amazon Prime Music / Kindle / Video be too good to be true I should have know Amazon Prime Music / Kindle / Video be too good to be true! Like Netflix RedBox and any of the other like it there be always loophole / limitation. Every movie song book I have try to download it be not include in the Prime package. I can just a easily wait for the book to come out at my local library and read it for free. The same apply to music / video. look like the only thing that I be go to benefit from by purchase Prime be the free ship for my Christmas shop."
151,"Amazon",2014-07-02,5,"NA"
153,"Amazon",2017-11-12,5,"Five star I love this app. It even work with Alexia."
158,"Amazon",2014-09-10,5,"Great App and even good with Prime Music it be a great app and with Prime Music it become even good. I really wish if I can get access to Prime Music even when I be not in the US that be definitely would make it the good music stream app ever. I contact Amazon customer Service and ask them about play music through Prime Music outside the US. They tell me that I must have a credit card issue in the USA in my Amazon account to be able to listen to Prime Music even when not in the US. I have delete the US credit card and that what cause the problem."
159,"Amazon",2016-11-27,4,"I dislike the update user interface I dislike the update user interface. wish it be much seamlessly integrate into my Toyota in dash audio system. otherwise very very happy user."
161,"Amazon",2016-01-21,5,"Great. Have use it on the go. work great choice be vast service be clear and... good I use it a lot."
162,"Amazon",2017-05-25,5,"Great app Great app lot of good tune. So much available for free to prime member!"
163,"Amazon",2017-09-30,4,"Four star good music"
173,"Amazon",2016-06-14,4,"Four star good"
175,"Amazon",2015-04-19,2,"Amazon Music with Prime Music Very obtuse difficult to navigate and select genre which be very limit. I have a even hard time with it on my phone. It also say you can download music if you be a Prime member but I haven't figure out how to do it without pay for the song. If it be possible that be fine but it apparently be not user friendly."
176,"Amazon",2017-01-08,5,"Five star Incredibly good service"
182,"Amazon",2015-11-04,3,"The Amazon Cloud Player app on Samsung Smart TV be not good. I be please with Amazon Prime Music on my desktop and Android device but I be not please with the Amazon Cloud Player on my Samsung Smart TV. The Cloud Player have limit functionality and will not play Amazon Prime music it will only play my music. Unfortunately 90 percent of my use of Amazon Prime Music would be via my Samsung Smart TV. Therefore I be back to Pandora and other app on the TV."
183,"Amazon",2017-01-14,4,"Four star Great app have plenty of music."
195,"Amazon",2017-03-16,4,"it be okay I enjoy it"
196,"Amazon",2017-03-11,5,"Five star Excellent result."
200,"Amazon",2014-06-17,2,"Maybe good on other device I have Amazon Prime but the app would never give me the option to sign in. Also the music downloader would not work in chrome on my PC and even the music I take the time to put in the cloud would not show up in the app. I delete because it would not work on my device. LG G2. I feel like it may have be a good app if I can have get it to work right just base on what I see. This be the first app I have have trouble with."
202,"Amazon",2017-10-01,5,"Five star Outstanding"
205,"Amazon",2014-07-21,4,"Great but want much access! I love amazon Prime Music. The only reason why I give it four star be because I can not access it on my other device and also not with our Fire TV device."
209,"Amazon",2017-10-16,5,"Five star Good music"
212,"Amazon",2016-12-29,1,"late update suck! It be nice have a large selection of free music with my Prime membership but late update seem to have take a lot of that away. a if the Prime membership fee be not enough you now want me to pay a subscription to listen to music that be once inluded with Prime! Guess you need to be much like the competitor and nickle and dime your customer at every turn!"
214,"Amazon",2014-07-12,4,"update review use Chrome everything work! This have not go good for me. Keep get prompt to download current adobe flash player already have it. Try to download music importer app error numb 5020 'Not connect to net odd since I be. contact amazon wait a day to hear back then they call me no help. I wait all day for a call back no help. She tell me to contact my anti virus company I have AVG and I have allow adobe and importer to download. She say she would call back today have not hear from them. it be a shame because of the amount of music available."
215,"Amazon",2016-11-07,2,"Poor upgrade page do not open see dog pic s not a easy a the first version a couple of year ago make want to go back to pandora or google tune"
224,"Amazon",2016-09-12,5,"love be able to select many song that I like... love be able to select many song that I like and have them play when I want.... disappoint that many artist be not available likeMichael Jackson"
234,"Amazon",2016-12-12,1,"This app suck This app suck. I read there be not a charge it be free. you right until you try to download a song. I want to download three or four Christmas song for our song box to make our light dance. it be not like I be try to create a music collection or something!!!!!!!!! Gee wiz"
240,"Amazon",2015-01-02,1,"Completely Useless Randomly stop stream. Way good option to stream music. The absolute bad stream music app I have ever use. It constantly stop stream regardless of the device I be use to listen to music. This happen on any network when I attempt to use the device. It even stop on my Kindle. You would think it if be go to work the good option would be on the Kindle but no. I have no problem with Spotify or Pandora ever stop. If I be not a Prime member there be no way I would ever use this completely useless service."
241,"Amazon",2017-01-07,5,"Five star okay"
245,"Amazon",2017-01-28,4,"Great App need some improvement. I use this app all the time. Unfortunately it can not be use safely while drive. On my Kia optimum it will not change song by push the up or down on the steer wheel. A voice command / Alexa style function would be nice for search for song while drive."
250,"Amazon",2015-05-29,5,"A nice bonus for Prime customer! A nice bonus to Prime. Now I not only get priority ship I have my favorite music for any occasion with me on the go at home or on the road."
254,"Amazon",2015-10-25,4,"okay app for bbz10 Good app but on the blackberry z10 it give me some trouble but nothing just restart the app will not fix."
260,"Amazon",2017-07-23,4,"Four star like it"
264,"Amazon",2014-06-16,1,"Would be great if it work... On my Samsung Galaxy S4; this app will not play song from Prime Music. Before the upgrade I use this app extensively and like it. It now either freeze crash or freeze and crash every time I try to play any of the Prime Music song. The song in my library before the upgrade wok fine. So essentially Prime music have add zero song for my enjoyment and the app upgrade have break the app. good play!"
265,"Amazon",2016-02-04,1,"What a waste of a great idea Unable to use or get use out of it. All of Amazon Prime be so totally non user friendly that I give up for the 2 time and get my money back again. They need to consolidate some thing quickly. What a waste of a great idea. You need to fire your head of organization. When you fix it please call me. sign: wish I can have spend my dollar 105.00 dollar."
271,"Amazon",2017-09-05,5,"awesome awesome music"
274,"Amazon",2015-12-04,5,"Love love love Amazon! I absolutely love Amazon Prime and Amazon music and Amazon shop and anything Amazon... Keep it up Amazon!"
276,"Amazon",2014-06-29,1,"Update suck This new update will not play music if no cell or wifi be available. My music be on my device and all I get be the rotate circle look for service. However I can play music through Google player or the device's music player. I do not even know about the lack of storage on my SD card. Every so often I get a glitch and need to reset my phone. I should not have to re download all my music. Before I would pull my SD card reset phone and re mount the SD card continue listen to music. Not happy!"
279,"Amazon",2015-08-15,3,"I love the idea of one place like prime to do... I have Rhapsody now so that be what I have to compare it to. I have to pay a subscription for both prime and rhapsody. The difference be rhapsody be easy and I do not have to pay additional for a lot of the song. The easy to use would be to much to write. I love the idea of one place like prime to do video / music / foodway to expensive! / shop but the price and ease need to get good on prime."
281,"Amazon",2016-07-23,4,"lot of new music The app itself can be easy to navigate but I be still go to give it a high rate because if I hear a new song on the radio I have not have a problem also get to listen to that song on this app for free. Anyway it be not a perfect interface but they make up for by give a great selection of music."
284,"Amazon",2012-11-23,1,"steal my dollar After buy some item on amazon I be reward a dollar to verbal song on amazon music I go to buy a song with that dollar and halfway through it say I do not have internet when I be use WiFi I check and my WiFi be fine so I switch to my 3g and try it again and it still would not download. So very frustrate I give up and just go about my day and two hour late I get two email one say I use my reward and another charge me 98 cent. I look through everything with music and it never download and I have no way of get the song unless I buy them again. What a rip off! If there be a way to retrieve my song I would be happy but a far a I can tell there be not sad"
292,"Amazon",2014-11-28,1,"I download it to my phone but it will not... I download it to my phone but it will not open. I keep on touch the Open button on my screen and nothing happen. Exteremly frustrate especially after purchase a song!"
294,"Amazon",2016-09-29,4,"I love have this app to listen to full album I love have this app to listen to full album! it be a pain if it will not load sometimes but a lot of that be just Internet connection."
300,"Amazon",2016-01-26,1,"I have yet to figure out what be free and... I have yet to figure out what be free and what be not. get really scare off when I download a playlist and it say 60 song buy? try reach out to Amazon but never receive any reply. I be admittedly not much of a tech person and so far there haven't be any charge. I delete the playlist and go back to Pandora which be dummy proof."
304,"Amazon",2016-04-03,1,"One Star Really? How about flip a switch And let this run on my Shield Tablet."
306,"Amazon",2015-08-31,1,"disappoint I be unable to download purchase music to my phone / tablet. The only way to access be through the internet. I like to use my purchase music a ringtones and thing. However one can listen to the playlist from one's phone / tablet but not the other way. They call it offline music. try to return for a refund but can not find the option. I can purchase the album and download it that way."
311,"Amazon",2016-03-26,5,"Music music music!!!!! I love music and this be the good I have find. I can not think of any song or artist that I haven't be able to find. Rock r and b pop easy listen rock / opus metal. It be awesome it s not like the generic music app. this thing have so many option and no commercial. it really do listen to me and follow my lead. cool"
312,"Amazon",2017-07-22,4,"Four star nice"
313,"Amazon",2014-03-04,5,"Amazon MP 3 be easy to use! This be a easy to use site. It provide a cloud for your music and also put in all cd that you have previously purchase in the cloud which be great for my husband's phone. Thank you Amazon for another great service."
315,"Amazon",2015-09-12,5,"prime be numb 1 for me do not care about the nay sayers. Prime be great so oo many song playlists and genre of music to choose from. I also use Pandora. I pnow prefer Prime over pandora because I can play my music offline. There be a lot of music app out there. They all have thing you will love or hate. Give them a try especially the one with free trial. Simply pick the one that work good for you."
318,"Amazon",2016-10-28,5,"Music for everyone! I listen to a wide variety of music. Amazon have a lot. I absolutely love the fact that it be commercial free. I be overall happy with it. Unlike slack and iheartradio where you be limit in use Amazon music give you the freedom to enjoy what you want to hear."
323,"Amazon",2016-10-25,3,"Not user friendly.... While this new version of Amazon Music hold mostly all of my music it be not nearly a user friendly a the previous version."
325,"Amazon",2016-03-08,5,"Music Galore I love this addition and listen almost daily. Variety be marvelous!"
332,"Amazon",2017-04-05,4,"Only USA Huge numb of song and type of music"
333,"Amazon",2017-11-14,5,"The good music app I have ever have The good music app I have ever have! I have access to everything except for new drop albulms which be fine because I can either wait or upgrade my subscription. Plus no ad it be straight to the next song and skip a much a you would like!"
337,"Amazon",2017-02-11,5,"do what be expect... do what be expect..."
343,"Amazon",2013-10-08,5,"Thank you Amazon!!! I receive a great gift from you I install this app on my Kindle fire tablet and think it would be something nice to have when I want to listen to some mp3 song. It start to sync inmediately and download song. At first I think they be some sample song that normally come with new app and service but imagine my surprise when I find out that that song belong to CD's I have puchased in Amazon several year ago!! I do not see anything during the app presentation before install it that would tell me this be to happen so this be a very pleasant surprise to me. Thank you Amazon!!"
345,"Amazon",2016-11-03,5,"Right on Love it"
347,"Amazon",2016-11-23,2,"use to work fine love the app until the update that take the option to use it with ford sync I hope they bring that feature back"
351,"Amazon",2017-05-25,1,"One Star do not work with window 10."
353,"Amazon",2015-09-09,2,"OFTEN have error load STORE it be a bite of a crapshoot whether or not the Amazon Music Store load. It be not a internet issue or a maximum datum usage issue. My phone which be new and have no problem with other app sometimes sit try to load it for 20 minute after which I cancel for datum usage issue. It have a wide selection but if I can not load the store half the time how can I access the selection???"
354,"Amazon",2017-04-26,5,"super super happy with Amazon Music. super super happy with Amazon Music."
362,"Amazon",2017-07-20,4,"Cool Cool. Just start use it. Haven't figure it all out so far I like it"
364,"Amazon",2016-06-07,5,"Five star ALMOST good than Spotify wink"
373,"Amazon",2015-08-01,5,"Love it! Love the service. have many up to date music and a lot of classic."
377,"Amazon",2016-09-28,1,"i have always love Amazon Music and use it on my Kindle every... i have always love Amazon Music and use it on my Kindle every day for year. I have buy thousand of song through it and now it be NOT COMPATIBLE with my Kindle or Amazon TV Stick. what be the point of have Amazon Prime if I can not even use it on my Amazon device."
379,"Amazon",2016-12-22,5,"Very simple and totally awesome. I buy the Echo Dot for 4 family member and decide to sign up for Amazon Music and I be totally satisfy with both. Just ask Alexa play The eagle Hotel California and the song play. I even have Alexa sign me up with one free month."
381,"Amazon",2017-09-06,1,"Nit free a advertise. It be not free with prime membership a advertise. it be be the same a all other music service that you have to pay dollar 9.99 a month for."
386,"Amazon",2016-11-14,3,"Great app but it be get some bug Great app. Just a small problem with offline music online music that I download to listen to offline sometimes do not actually download. Even though it be check mark a download it will not let me play it and it give me that annoy Internet connection require. it be happen on my Samsung Galaxy S3 S4 and a LG phone. Sometimes the lyric be not on sync a good or the art cover get stick for one song and the app 'freezes' it keep play music but I cannot tap anything a bite then display it correctly"
387,"Amazon",2014-06-05,1,"Amazon release a instant video app for Android I be tick. Amazon refuse to release a Amazon instant video app for other Android device. Amazon be much than happy to take and use Android source but refuse to support that of us that want to use a device that do much than just consume Amazon content. There be very few choice when it come to video stream site and Amazon need to get its head straight and start listen."
388,"Amazon",2016-12-21,5,"My Favorite Music App I use Amazon Music with my Prime membership. I be very happy with all of the ad free music available. One of the good feature be the ability to download music to your device for offline play. Amazon Music have a good variety of music available."
393,"Amazon",2015-05-04,5,"Amazon Music App Along with Amazon Prime A Finally I have foud a space to store and share my choice in music. I like have the player on my computer and my phone. Now try to figure out about store in the cloud and play while stream or should I download the song? I be still learn but love this app. I have Amazon Prime and they share lot of the music I like for free. Definitely my much favorite music play app."
394,"Amazon",2017-09-17,5,"Five star it be great I go for a 2 mile walk and it play good without interrruptions."
397,"Amazon",2016-02-12,4,"Great music app I really love this music app. I like that I can search and find almost any song. I hate use the Pandora and other app because you have to wait forever to hear the song you really want to hear. The app do seem to force close every couple of day. much of the time it work flawlessly. Another benefit of use prime."
402,"Amazon",2016-01-22,5,"A must have Great app! I can just listen to music on the run or I can make playlists and mark favorite a I hear them. My favorite thing be be able to download song for offline listen. That have to be the good feature."
403,"Amazon",2017-02-28,1,"Junk a few feature they have for yhis app you may think they would work unfortunately often they do not. feel like this app be just a market ploy to make people think they be get much from Amazon prime then they will."
405,"Amazon",2017-02-23,1,"I can never get my music to download to my... I can never get my music to download to my phone or laptop for that matter. Its just a HUGE pain in the BUTT!!!!! I can not even figure out how to get my question answer and who have time to try and figure it out... I wish Zune still exist....."
408,"Amazon",2015-08-14,2,"NA"
419,"Amazon",2017-08-07,5,"now everybody's happy! download quickly... wide variety of music available. pick up PRIME Family. package now everybody's happy!"
421,"Amazon",2016-06-04,1,"hang on install pend pop up every day say it be ready for installation but just hang with install pend. can not get it to uninstall to start over. This on top of it be a huge resource hog with no way to adjust. Total disappointment. can not wait to get rid of it even though I pay for Prime."
423,"Amazon",2017-06-02,3,"Three star I need a how to manual. There be no instruction"
426,"Amazon",2017-07-13,3,"Three star This app be 10 time good the the Google music app much easy to navigate"
429,"Amazon",2015-05-17,2,"need Work I would like to give much star but you can not depend on the stream. tire of have to constantly fix the playback. There be certain playlists that will not play at all. Sure hope Amazon fix this poor stream. Plenty other stream company to go with that will not disappoint."
434,"Amazon",2016-07-14,5,"THE good EVER Love it!"
435,"Amazon",2017-05-04,5,"numb TightBhole it be awesome love it especially Amazon music unlimited!!"
438,"Amazon",2017-06-17,1,"One Star Fix this!"
439,"Amazon",2017-04-04,5,"Absolutely love it. I use this app a lot. Love the pre make Playlist feature. work good for long trip"
445,"Amazon",2017-05-14,5,"Amazon Music Android Really enjoy it. Great value"
450,"Amazon",2016-04-21,5,"Pandora who? The only way to listen to your music"
453,"Amazon",2015-04-06,4,"Fantastic. All the music I can ever want Fantastic. All the music I can ever want. It crash a lot though and take a while to upload from e cloud."
458,"Amazon",2016-09-30,3,"Not much music choice and no international genre of music... Not much music choice and no international genre of music either... Amazon have a long way to go to make it relevant"
459,"Amazon",2016-08-10,1,"can not Load on LG G3 I have it originally on my LG G3 phone. One day I go to use it and it be not there. I go to reinstall it and it failwd repeatedly."
460,"Amazon",2015-06-21,3,"need some kink work out I be a loyal Amazon customer and have be for year. I be really excite when I learn that my Prime subscription include the music service. I be even much excite to use the new Amazon Prime station feature. I think it would be great to no long use Pandora's ad lade app. good beyond the intrusive nature that Amazon app have evolve into seriously Bezos what be up with the lack of privacy? that some other have comment on the music app need some help in its basic functionality. it be cumbersome to navigate the search feature you have to be in just the right sub area of the app to find what you be look for. The station would be great if there be a way at all to search or organize them. a it be now there be so many station 100's and a far a I be able to tell they be not really organize in any way render them much little useful. I be not sure why there be not a way to search the station or at less save your favorite one. Come on Amazon! Step up your game with your app design!"
462,"Amazon",2016-10-06,5,"Absolutely awesome!!! And free!! Absolutely awesome and free! You can listen to all the physical cd that you have purchase on amazon cloud the album be automatically save in the cloud after they be purchase and available to stream or download with this free app!!! what be not to like???"
467,"Amazon",2015-07-08,1,"This app need much function to be a good music player I go from play music to this. This app need much function to be a good music player."
472,"Amazon",2016-12-22,4,"Careful but good be a good organize app. I would like to give it a 5 star but I just notice that I buy a song by accident. make me paranoid to listen to song That have the same name by different artist. I will be much careful in the future. Still be a great app."
477,"Amazon",2015-09-19,1,"Disgust I have previously order music from Amazon but recently after a purchase I have to download the music app. I be very disgust have to download app just to hear music I have buy. My phone be then bombard with ad. This suck."
481,"Amazon",2014-07-23,5,"Love it! This load perfectly on my phone and I can listen to the music even when I be not at my desk or at home. I enjoy be able to keep up with my music that I listen to in one place."
483,"Amazon",2016-06-15,3,"Its okay it be okay. do not have all the song I like like Spotify do but it be free with prime so I like it. I cancel Spotify sometimes I wish I do not."
484,"Amazon",2017-06-29,5,"Good app a long a you be in a strong wifi zone! The only real problem I have with this app be much the fault of my smartphone not have adequate wifi coverage where I work so anything I want to listen to that be in the cloud be a problem. Not the app fault! Stuff I have save offline in My Music that be store on the phone I can listen to all the time. So if you have good than good / great wifi signal this app will make you hAPPy! happy"
486,"Amazon",2016-06-24,3,"Three star it be good but not enough music to choose from."
498,"Amazon",2017-09-05,1,"Not what it appear. Sadly the Amazon Prime Music be a dupe to get the user to subscribe to the much expensive program."
500,"Amazon",2017-08-29,5,"Five star awesome"
503,"Amazon",2017-10-07,3,"Three star do not have many selection for what I look also be require to pay for prime member."
507,"Amazon",2014-07-26,5,"once I discover the amount and variety of free music that be available to me on Amazon Prime Music I think that membership be I be very reluctant to purchase Amazon Prime to obtain free ship on all purchase because I only occasionally purchase item on Amazon. However once I discover the amount and variety of free music that be available to me on Amazon Prime Music I think that membership be a extremely good deal. And I think I will be even much satisfy with Amazon Prime membership when I get time to explore the free video library that be available a a Amazon Prime member."
508,"Amazon",2016-06-30,1,"not user friendly Hard to get to the music difinitely not user friendly... Very limit selection of music in the playlist / genere... I will stay with Pandora..."
513,"Amazon",2016-05-10,5,"I love Amazon music I love Amazon music. I can access so many album and soundtrack without feel obligate to buy anything. I do not use the radio function much but it work fine. This essentially feel like spotify without have to pay for a separate service a I already pay for amazon prime to begin with."
514,"Amazon",2017-07-19,5,"I like it but not every song I want be... Really only 4 1 / 2 star. I like it but not every song I want be available."
518,"Amazon",2014-07-17,1,"Why be not there a non prime version for old phone? good with the late update this app be no long compatible with my phone. It would be great if the old version be available so I can download and play the music I purchase without have to buy... yet another phone. I understand that the addition of prime music may necessitate a upgrade but lock me out of music I pay for be very disillusion."
519,"Amazon",2014-06-19,5,"much music than you can listen to in a lifetime! I have already load up my SD card on my Galaxy S III with tune from my large CD collection and also add plenty to my Amazon Cloud storage so I be not too worry about have enough music to listen to. However the Prime Music Service have dozen of playlist that I spend hour review and add to my favorite. I recommend everyone who love music to check it out. The catalog from some of the top label be not available but it be still a impressive collection!"
522,"Amazon",2016-06-29,2,"it stink! I would rather it have go to my play music app but I do not have a choice. It take forever to figure out what happen to my download. Then I listen which go fine but once I get out I can not find it again. There be no icon. Still haven't find it. I hate this program!"
523,"Amazon",2017-11-04,5,"Five star Simple ez to navigate"
531,"Amazon",2015-08-18,4,"Very Good Listen to the Prime station daily with no problem. Good selection of music from many genre"
533,"Amazon",2017-05-01,3,"Three star need much song"
540,"Amazon",2016-05-25,5,"Five star I like it. it be a great app. Especially when I be at drive at work."
541,"Amazon",2017-05-06,5,"They add date to the album info I contact Amazon about how nice it be to be able to see the year a album be release and within week the android app do this. Excellent customer service and proof they listen!"
543,"Amazon",2014-07-27,4,"I ignore if I have bad luck with app for Andrid or they lack of... I be use to listen music in itunes radio or from my itunes library. But in Android I have very limit possibility to listen music I ignore if I have bad luck with app for Andrid or they lack of good music app for Android but this the Amazon app be a very good app for download your own purchase and free music! I now can listen good music in my Android cellphone too. I own Prime membership so I wonder everyone can have free music without it."
544,"Amazon",2017-10-04,1,"App suck! This app suck. If you have download music to the app you will not get it to your phone storage sd card so friggin user unfriendly. I hate it"
556,"Amazon",2013-06-05,1,"Should be 0 star. I be a US customer with a US account a US credit card a US bill address and US 1 Click setting....... but when I be work in Canada I cannot purchase music! Fix this please. Also I can not believe this be not available to canadian if you want to make dollar dollar dollar open this up to canadian. For Android user there be no option to purchase music like iPhone / iTunes user can. Get with the time man!"
559,"Amazon",2016-06-03,3,"Pandora's good! Very difficult to maneuver unlike Pandora. Also unlike Pandora there be no one to speak to for help and Amazon's electronic help be useless!"
560,"Amazon",2015-04-25,2,"Very annoy synch Problem!!! every time I play a song it stop 2 or 3 time to sync!!! This be very annoy and distract and prevent me from enjoy my favorite song. I do not become a subscriber to be very annoy. Pandora and slack do not sync why can not you do the same? I be give you a month to fix this problem and if it stay the same consider my subscription cancel!"
563,"Amazon",2016-03-15,5,"All the music you ever want All the late music available and for the people in love with the past will love all the choice they have from yesterday's hit. You can store everything simply to your device and have wherever you go. I do not like that you cannot download and store the music to a SD card other than that great app."
565,"Amazon",2017-08-30,4,"nice to download for offline listen limit library if you only have prime. nice to download for offline listen."
567,"Amazon",2016-01-23,3,"Music pause every 2 3 song force me to stop my run to resume play just start use Amazon Music when I run..... have issue with it pause after every 2 song or so.... may be a issue with my phone but i do not have this problem with Pandora."
577,"Amazon",2017-07-30,5,"Five star It be so easy and so many song to choose from that be free"
578,"Amazon",2015-03-31,2,"Very poorly design This app on a Samsung G4 be very poorly design. I still can not figure out how to close the app after I start it. There be a option in the app to clear the cache and this stop the player. But... why be not there a option to close. Also a other have mention the song be never actually download. They stay in the cloud so you will use your datum minute every time you run it."
580,"Amazon",2017-09-04,5,"No your ear be not hallucinate. Absolutely love it. All genre be represent. I love oldie the 50s and mellow listen. I can listen to all that I wish."
