"token","avg_rating","modifier"
"set",4.21658986175115,1
"setting",2.97058823529412,-1
"setup",4.1,1
"share",4.43939393939394,1
"shazam",4.66666666666667,1
"ship",4.24390243902439,1
"short",3.97560975609756,1
"short commercial",5,1
"shower",4.85714285714286,1
"shuffle",3.47305389221557,0
"shuffle play",3.03448275862069,-1
"shut",2.44927536231884,-1
"sign",3.19178082191781,0
"signal",3.96296296296296,1
"similar",4.34126984126984,1
"similar artist",4.78947368421053,1
"similar song",4.66666666666667,1
"simple",4.36607142857143,1
"simplicity",4.33333333333333,1
"simply",4.47058823529412,1
"simply awesome",5,1
"sing",4.42105263157895,1
"singer",4.64444444444444,1
"single",3.94230769230769,1
"single song",4.21428571428571,1
"sirius",4.21428571428571,1
"sister",4.375,1
"sit",4.18367346938776,1
"site",4.21428571428571,1
"skip",3.77857142857143,0
"skip limit",3.94285714285714,1
"skip song",3.96296296296296,1
"slack",3.64705882352941,0
"sleep",4.65714285714286,1
"sleep timer",4.5,1
"slice",5,1
"slice bread",5,1
"slow",2.42857142857143,-1
"sluggish",1.57142857142857,-1
"smart",4.01785714285714,1
"smart phone",4.3448275862069,1
"smart tv",3.9375,1
"smooth",4.68888888888889,1
"smooth jazz",4.85,1
"smoothly",4.375,1
"soft",4.46153846153846,1
"software",2.73809523809524,-1
"solid",4.09090909090909,1
"son",4.41666666666667,1
"song",4.0803332341565,1
"song album",4.41666666666667,1
"song artist",4.13333333333333,1
"song base",4.71428571428571,1
"song choice",4.57142857142857,1
"song list",4.23076923076923,1
"song love",4.71428571428571,1
"song pandora",4.625,1
"song play",3.58333333333333,0
"song selection",4.52173913043478,1
"soo",4.25,1
"sooo",4.875,1
"soooooo",4.42857142857143,1
"soothe",4.8,1
"soul",4.96296296296296,1
"sound",4.32647058823529,1
"sound quality",4.22413793103448,1
"soundtrack",4.69230769230769,1
"source",4.70149253731343,1
"southern",4.625,1
"space",3.53571428571429,0
"speaker",4.40243902439024,1
"special",4.4,1
"specific",3.89156626506024,1
"specific artist",4.1875,1
"specific song",3.78125,0
"spend",3.70491803278689,0
"spirit",5,1
"sport",4.18518518518519,1
"spot",4.65116279069767,1
"spotify",4.39491398653702,1
"spotify love",4.86666666666667,1
"spotify premium",4.25,1
"spotify review",4.57142857142857,1
"spotify rock",5,1
"spotify spotify",4.6875,1
"spotlight",4.75862068965517,1
"standard",4.18181818181818,1
"start",3.50903614457831,0
"start play",2.81818181818182,-1
"static",4.29166666666667,1
"station",4.49724459516744,1
"station base",4.44444444444444,1
"station choice",5,1
"station easy",4.44444444444444,1
"station happy",5,1
"station love",4.94117647058824,1
"station pandora",5,1
"station play",4.66666666666667,1
"station's",4.35294117647059,1
"stay",3.6231884057971,0
"step",3.30434782608696,0
"stereo",4.78260869565217,1
"stick",3.11363636363636,0
"stick tongue",4.72727272727273,1
"stop",3.07692307692308,0
"stop play",2.94736842105263,-1
"storage",3.23809523809524,0
"store",3.14965986394558,0
"story",4.2,1
"straight",4.07142857142857,1
"stream",4.01231527093596,1
"stream radio",4.77777777777778,1
"stream service",4.42857142857143,1
"streamline",4.14285714285714,1
"strongly",5,1
"strongly recommend",5,1
"student",4.35,1
"study",4.63636363636364,1
"stuff",4.23225806451613,1
"stupid",2.16129032258065,-1
"style",4.57746478873239,1
"subscribe",4.13157894736842,1
"subscriber",4.26086956521739,1
"subscription",3.98333333333333,1
"suck",1.99450549450549,-1
"suddenly",2.27777777777778,-1
"suggest",4.21212121212121,1
"suggestion",4.06521739130435,1
"suit",4.9,1
"super",4.72380952380952,1
"super awesome",5,1
"super easy",4.8,1
"superb",4.91666666666667,1
"support",2.45,-1
"suppose",3.17142857142857,0
"surf",4.52941176470588,1
"surprise",4.37837837837838,1
"sweet",4.84090909090909,1
"swift",4.19230769230769,1
"switch",3.72897196261682,0
"sync",3.26666666666667,0
"system",3.95402298850575,1
"tab",3.71428571428571,0
"tablet",3.75,0
"tailor",4.64705882352941,1
"talk",4.57272727272727,1
"talk radio",4.71794871794872,1
"tap",3.6,0
"taste",4.38235294117647,1
"taylor",4.23333333333333,1
"taylor swift",4.125,1
"teach",4.55555555555556,1
"technology",4.72727272727273,1
"ten",4.40909090909091,1
"tend",3.85714285714286,1
"tendency",3.6,0
"terrible",1.50793650793651,-1
"terrific",4.79310344827586,1
"theme",4.16666666666667,1
"tho",4.3125,1
"thrill",3.71428571428571,0
"thumb",4.49685534591195,1
"till",3.33333333333333,0
"time",3.90058055152395,1
"time ago",4.57142857142857,1
"time love",5,1
"time user",4.55555555555556,1
"timer",4.47826086956522,1
"tip",4.55172413793103,1
"tire",4.26470588235294,1
"title",3.59259259259259,0
"today's",4.71428571428571,1
"ton",4.49367088607595,1
"tongue",4.72727272727273,1
"tool",4.66666666666667,1
"tooth",4.6,1
"top",4.26315789473684,1
"totally",4.36363636363636,1
"totally awesome",5,1
"totally free",4.625,1
"totally recommend",4.93333333333333,1
"totally worth",4.69230769230769,1
"touch",4.37142857142857,1
"town",4.81818181818182,1
"track",3.47222222222222,0
"train",4.6,1
"trash",1.44444444444444,-1
"travel",4.53846153846154,1
"treasure",5,1
"treat",4.4,1
"tremendously",4.57142857142857,1
"trial",3.39285714285714,0
"trip",4.68965517241379,1
"trouble",3.30188679245283,0
"tune",4.42723004694836,1
"tunein",2.57142857142857,-1
"tv",3.97540983606557,1
"type",4.47860962566845,1
"ugh",1.5,-1
"ui",3.16666666666667,0
"unable",2.26315789473684,-1
"unbelievable",4.7,1
"understand",3.37333333333333,0
"uninstall",1.87179487179487,-1
"uninstalled",1.93333333333333,-1
"uninstalling",2.05882352941176,-1
"unique",4.625,1
"unlike",4.51785714285714,1
"unlike pandora",4.6,1
"unlimited",4.14285714285714,1
"unlimited skip",4.42105263157895,1
"unusable",1.55555555555556,-1
"update",2.75,-1
"upgrade",3.67123287671233,0
"upload",2.71232876712329,-1
"useless",1.74545454545455,-1
"user",3.552,0
"user friendly",3.5049504950495,0
"user interface",3.27272727272727,0
"utilize",4.33333333333333,1
"vacation",4.58333333333333,1
"variety",4.5856,1
"vary",4.42105263157895,1
"vast",4.2962962962963,1
"vast selection",4.57142857142857,1
"venue",4.69230769230769,1
"versatility",4.85714285714286,1
"version",3.64670658682635,0
"video",3.50847457627119,0
"view",3.5625,0
"vinyl",5,1
"visit",4.72727272727273,1
"volume",3.26470588235294,0
"vote",4.55555555555556,1
"wait",3.88679245283019,1
"wake",4.875,1
"walk",4.11111111111111,1
"waste",2.19277108433735,-1
"watch",3.70212765957447,0
"weak",2.61538461538462,-1
"weather",4.66666666666667,1
"website",4.15625,1
"week",3.75384615384615,0
"weekend",4.1,1
"weird",3.30769230769231,0
"wide",4.60952380952381,1
"wide range",4.66666666666667,1
"wide selection",4.5,1
"wide variety",4.72222222222222,1
"widget",3.22222222222222,0
"wife",4.48275862068965,1
"wifi",4.00425531914894,1
"wifi connection",4.1,1
"win",4.23076923076923,1
"window",3.42105263157895,0
"wink",4.89473684210526,1
"wireless",4.35,1
"wireless speaker",4.875,1
"wise",3.93333333333333,1
"wonderful",4.78927203065134,1
"wonderful selection",4.625,1
"wonderfully",4.375,1
"wont",2.75,-1
"word",4.16666666666667,1
"workout",4.54545454545455,1
"world",4.2875,1
"worry",4.7037037037037,1
"worth",4.29007633587786,1
"worth download",5,1
"worth pay",4.41666666666667,1
"worthless",1.25,-1
"wow",4.46153846153846,1
"write",3.82926829268293,0
"wrong",3.50537634408602,0
"wtf",1.125,-1
"xm",4.63157894736842,1
"yay",4.875,1
"yea",4.78571428571429,1
"yep",4.57142857142857,1
"yo",4.46153846153846,1
"youth",4.85714285714286,1
"youtube",3.95,1
"yup",5,1
